problem_id,gold_schema,schema_id,rank,retrieval_score,retrieval_margin,schema_hit,n_expected_scalar,n_filled,coverage,type_match,ready,key_overlap,extracted_number_count,unmatched_mention_count,incompatible_assignment_count,null_slot_count,min_assignment_margin,mean_assignment_margin,lexical_overlap_query_schema
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_294,3,0.1040621758261828,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.11827956989247312
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_150,4,0.09594211388405971,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.12605042016806722
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_148,5,0.09315079157617352,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.1485148514851485
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_298,6,0.09053964234286407,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.11
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_285,7,0.08898564170495372,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.09482758620689655
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_178,8,0.08493379042070744,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.12727272727272726
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_287,9,0.08329390368278239,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.125
nlp4lp_test_2,nlp4lp_test_2,nlp4lp_test_318,10,0.0827004540853444,0.6662246764013251,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.16822429906542055
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_3,1,0.7994028072312895,0.6902669929696195,1,7,7,1.0,0.8571428571428571,1,1.0,7,0,1,0,0.0,166833.33333333334,0.375
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_42,2,0.10913581426167007,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.14705882352941177
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_287,3,0.10367121222366887,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.15217391304347827
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_206,4,0.10345599675042458,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.15584415584415584
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_26,5,0.10055582085108228,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.1724137931034483
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_195,6,0.09174595710374336,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.16666666666666666
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_311,7,0.09110529109936012,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.1875
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_231,8,0.08846959614579047,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.17721518987341772
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_285,9,0.08549535279709387,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.16666666666666666
nlp4lp_test_3,nlp4lp_test_3,nlp4lp_test_310,10,0.08470041827305232,0.6902669929696195,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.16216216216216217
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_41,1,0.231178377813227,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.19696969696969696
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_17,2,0.16339669357773248,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.11224489795918367
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_318,3,0.15284431514633648,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.09411764705882353
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_150,4,0.15281251639986979,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.14606741573033707
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_238,5,0.14777706021767742,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.17105263157894737
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_80,6,0.14761782478172306,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.17333333333333334
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_9,7,0.14418720724482795,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.08641975308641975
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_267,8,0.14100332273126445,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.15789473684210525
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_215,9,0.1402412790022586,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.1780821917808219
nlp4lp_test_4,nlp4lp_test_4,nlp4lp_test_163,10,0.13962803408985958,0.06778168423549452,0,0,0,0.0,0.0,0,0.0,6,6,0,0,,,0.1506849315068493
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_5,1,0.3309962583327785,0.02982116339986779,1,10,10,1.0,1.0,1,1.0,12,2,0,0,0.2833333333333333,340699.43333333335,0.20618556701030927
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_2,2,0.3011750949329107,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.23529411764705882
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_299,3,0.15566685428274477,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.1368421052631579
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_196,4,0.15419602060595117,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.1595744680851064
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_310,5,0.15127604523010962,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.19101123595505617
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_212,6,0.14577397849955648,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.16666666666666666
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_285,7,0.1424014363403817,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.14563106796116504
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_298,8,0.13900559224840905,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.1590909090909091
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_312,9,0.13874190732716513,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.168141592920354
nlp4lp_test_5,nlp4lp_test_5,nlp4lp_test_318,10,0.13681889827130891,0.02982116339986779,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.1958762886597938
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_6,1,0.9084545024195423,0.6990089670174304,1,8,8,1.0,0.875,1,1.0,8,0,1,0,0.2999999999999998,142861.2857142857,0.4878048780487805
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_28,2,0.20944553540211186,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.11764705882352941
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_16,3,0.1876766543980296,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.14545454545454545
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_63,4,0.1702693697907316,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.16981132075471697
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_43,5,0.12456026134157452,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.1
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_12,6,0.11233042776465328,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.15789473684210525
nlp4lp_test_6,nlp4lp_test_6,product_mix_lp,7,0.10813064831329092,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.13043478260869565
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_17,8,0.10504120877311045,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.11764705882352941
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_299,9,0.09917728353071958,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.16393442622950818
nlp4lp_test_6,nlp4lp_test_6,nlp4lp_test_211,10,0.09228539948688635,0.6990089670174304,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.14545454545454545
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_7,1,0.639372095838493,0.32930436898011295,1,8,8,1.0,1.0,1,1.0,8,0,0,0,1.0,142870.42857142858,0.36538461538461536
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_23,2,0.31006772685838,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.2033898305084746
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_130,3,0.29289025718400613,0.32930436898011295,0,1,1,1.0,1.0,1,0.125,8,7,0,0,20.0,20.0,0.10144927536231885
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_259,4,0.28671580995209583,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.1076923076923077
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_193,5,0.2554198289738918,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.15625
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_198,6,0.2512963121019966,0.32930436898011295,0,1,1,1.0,1.0,1,0.125,8,7,0,0,20.0,20.0,0.16417910447761194
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_27,7,0.21800749455302706,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.171875
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_35,8,0.20822328763829878,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.15517241379310345
nlp4lp_test_7,nlp4lp_test_7,diet_lp,9,0.20582829909679395,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.11267605633802817
nlp4lp_test_7,nlp4lp_test_7,nlp4lp_test_134,10,0.19165700749840334,0.32930436898011295,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.1095890410958904
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_8,1,0.6745033257576508,0.4004165636136021,1,3,3,1.0,1.0,1,1.0,9,6,0,0,60.0,1303.3333333333333,0.40350877192982454
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_191,2,0.2740867621440487,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.21666666666666667
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_204,3,0.25387446846082146,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.18181818181818182
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_165,4,0.23973066960839418,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.07792207792207792
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_47,5,0.22389051585592684,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.17142857142857143
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_285,6,0.1569116966435467,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.1794871794871795
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_190,7,0.14964811901614347,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.20634920634920634
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_137,8,0.14840172526925366,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.15942028985507245
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_251,9,0.13497813155561952,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.10666666666666667
nlp4lp_test_8,nlp4lp_test_8,nlp4lp_test_36,10,0.13275720387212542,0.4004165636136021,0,0,0,0.0,0.0,0,0.0,9,9,0,0,,,0.2
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_9,1,0.4742829824637087,0.2848199725814704,1,2,2,1.0,1.0,1,1.0,11,9,0,0,10.0,30.0,0.1927710843373494
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_158,2,0.1894630098822383,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.08139534883720931
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_286,3,0.17285214483612493,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.15053763440860216
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_180,4,0.16807050260852927,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.06593406593406594
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_67,5,0.15777105853948098,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.11904761904761904
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_179,6,0.1505806197817235,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.09090909090909091
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_62,7,0.1498486230718645,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.0851063829787234
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_17,8,0.12341432628569207,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.1111111111111111
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_285,9,0.11591371810669494,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.1276595744680851
nlp4lp_test_9,nlp4lp_test_9,nlp4lp_test_289,10,0.10874937242207744,0.2848199725814704,0,0,0,0.0,0.0,0,0.0,11,11,0,0,,,0.14444444444444443
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_10,1,0.758618889948111,0.4521835291827397,1,8,7,0.875,1.0,1,1.0,7,0,0,1,0.0,167167.25,0.4
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_211,2,0.3064353607653713,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.22033898305084745
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_189,3,0.22611978371660016,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.22058823529411764
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_36,4,0.1769278611307243,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.20634920634920634
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_280,5,0.16921028910606656,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.18518518518518517
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_33,6,0.1654832077301865,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.18461538461538463
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_105,7,0.15778022461821836,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.22388059701492538
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_264,8,0.1529868898527429,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.1774193548387097
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_244,9,0.14979130977782723,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.19117647058823528
nlp4lp_test_10,nlp4lp_test_10,nlp4lp_test_207,10,0.14875279251660295,0.4521835291827397,0,0,0,0.0,0.0,0,0.0,7,7,0,0,,,0.20833333333333334
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_11,1,0.7187992270463591,0.4050747270305116,1,8,8,1.0,1.0,1,1.0,10,2,0,0,0.0,125038.25,0.41935483870967744
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_239,2,0.3137245000158475,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.17647058823529413
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_77,3,0.2640600831658055,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.13043478260869565
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_47,4,0.25438721121925434,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.16216216216216217
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_191,5,0.1665829578236424,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.18461538461538463
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_196,6,0.163057246371665,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.20833333333333334
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_299,7,0.1616342082025983,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.19444444444444445
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_189,8,0.15677225404132517,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.2191780821917808
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_80,9,0.15481460035613281,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.20270270270270271
nlp4lp_test_11,nlp4lp_test_11,nlp4lp_test_322,10,0.1505945784339889,0.4050747270305116,0,0,0,0.0,0.0,0,0.0,10,10,0,0,,,0.16666666666666666
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_260,1,0.3559295481820712,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.14102564102564102
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_15,2,0.32497310865307255,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.0958904109589041
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_120,3,0.2818792993938276,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.11688311688311688
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_205,4,0.23637475989315715,0.030956439528998625,0,1,1,1.0,1.0,1,0.5,8,7,0,0,1000.0,1000.0,0.18181818181818182
nlp4lp_test_12,nlp4lp_test_12,diet_lp,5,0.23555638716263186,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.11842105263157894
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_16,6,0.2165212199484085,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.1935483870967742
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_6,7,0.19855140615344358,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.16129032258064516
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_266,8,0.1833229882760131,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.17391304347826086
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_63,9,0.18211574732446806,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.1774193548387097
nlp4lp_test_12,nlp4lp_test_12,nlp4lp_test_77,10,0.1815768496960152,0.030956439528998625,0,0,0,0.0,0.0,0,0.0,8,8,0,0,,,0.13846153846153847
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_13,1,0.9023577093305638,0.6721662004157937,1,13,12,0.9230769230769231,1.0,1,1.0,12,0,0,1,0.0,90920.63636363637,0.43103448275862066
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_16,2,0.2301915089147701,0.6721662004157937,0,1,1,1.0,1.0,1,0.07692307692307693,12,11,0,0,30.0,30.0,0.23333333333333334
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_92,3,0.21828005948333642,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.23076923076923078
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_121,4,0.1869556543594798,0.6721662004157937,0,1,1,1.0,1.0,1,0.07692307692307693,12,11,0,0,30.0,30.0,0.16455696202531644
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_139,5,0.18443210982796204,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.20588235294117646
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_183,6,0.18141593089831823,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.1917808219178082
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_45,7,0.17242508779319565,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.18571428571428572
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_153,8,0.17042296687418018,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.265625
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_111,9,0.1682851232282015,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.17333333333333334
nlp4lp_test_13,nlp4lp_test_13,nlp4lp_test_241,10,0.16385303424203243,0.6721662004157937,0,0,0,0.0,0.0,0,0.0,12,12,0,0,,,0.21212121212121213
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_14,1,0.4592527982174396,0.26303368945301475,1,5,5,1.0,0.4,0,1.0,5,0,3,0,0.04999999999999999,399999.975,0.24615384615384617
nlp4lp_test_14,nlp4lp_test_14,investment_lp,2,0.19621910876442486,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.16216216216216217
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_50,3,0.18715045685832504,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.18292682926829268
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_321,4,0.1696657406031213,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.13333333333333333
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_284,5,0.13637307578915794,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.09195402298850575
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_286,6,0.13051424859369054,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.1511627906976744
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_238,7,0.1156173656000401,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.12195121951219512
nlp4lp_test_14,nlp4lp_test_14,nlp4lp_test_278,8,0.11363188023262812,0.26303368945301475,0,0,0,0.0,0.0,0,0.0,5,5,0,0,,,0.041666666666666664
