variant,baseline,schema_R1,param_coverage,type_match,exact5_on_hits,exact20_on_hits,param_coverage_hits,param_coverage_miss,type_match_hits,type_match_miss,key_overlap,key_overlap_hits,key_overlap_miss,instantiation_ready,n
orig,tfidf_acceptance_rerank,0.8731117824773413,0.8332364094448688,0.7340308566894673,0.17583657879356812,0.1993887932059976,0.9197275139316665,0.23809523809523808,0.8079499892648685,0.2253968253968254,0.8825900350069534,0.9945625308947109,0.11211262282690855,0.5226586102719033,331
orig,tfidf_constrained,0.9093655589123867,0.8112038263850957,0.71134957690849,0.2999766937911269,0.32926825942289883,0.8594965665563676,0.3266666666666667,0.7526247285383505,0.2972222222222222,0.9217810386994677,0.994779307071666,0.18936507936507938,0.4229607250755287,331
orig,tfidf_hierarchical_acceptance_rerank,0.8459214501510574,0.8120883731910924,0.7146451567901722,0.17608531280118006,0.20033279553574768,0.9207187554508985,0.21568627450980393,0.8110031436817156,0.18562091503267975,0.8576583704982498,0.9964285714285714,0.09578275754746343,0.513595166163142,331
orig,tfidf_optimization_role_repair,0.9093655589123867,0.8248228609255805,0.7035700117271118,0.25439267360320017,0.28474519632414397,0.8821141759679975,0.25,0.7494407770155281,0.24333333333333332,0.9217810386994677,0.994779307071666,0.18936507936507938,0.44108761329305135,331
orig,tfidf_semantic_ir_repair,0.9093655589123867,0.7817067625224734,0.7548755792713499,0.25925609478241046,0.2843205235310499,0.834700792009763,0.25,0.8058598562751389,0.24333333333333332,0.9217810386994677,0.994779307071666,0.18936507936507938,0.486404833836858,331
short,bm25,0.7673716012084593,0.10622826169742823,0.23011077542799593,0.22977346278317154,0.22977346278317154,0.1295730496923179,0.02922077922077922,0.2880577427821522,0.03896103896103896,0.7817724068479355,0.9977502812148482,0.06932591218305503,0.015105740181268883,331
short,lsa,0.7643504531722054,0.10035380718249032,0.21651560926485394,0.2316666666666667,0.2316666666666667,0.1303047833098984,0.003205128205128205,0.27931488801054016,0.01282051282051282,0.7712739174219536,0.997741389045737,0.03670634920634921,0.012084592145015106,331
short,oracle,1.0,0.12584545216054024,0.270896273917422,0.23170731707317072,0.23170731707317072,0.12584545216054024,,0.270896273917422,,0.9952524816573155,0.9952524816573155,,0.015105740181268883,331
short,random,0.006042296072507553,0.0037764350453172208,0.006042296072507553,0.0,0.0,0.125,0.00303951367781155,0.5,0.00303951367781155,0.008157099697885197,1.0,0.002127659574468085,0.0030211480362537764,331
short,tfidf,0.7794561933534743,0.10496945001565583,0.22860020140986906,0.23202614379084968,0.23202614379084968,0.1298251471131088,0.017123287671232876,0.2855297157622739,0.0273972602739726,0.7823707511018689,0.9977851605758583,0.021043112139002552,0.015105740181268883,331
short,tfidf_acceptance_rerank,0.7734138972809668,0.11296815805879253,0.2376636455186304,0.265,0.265,0.13532211061507937,0.03666666666666667,0.29166666666666663,0.05333333333333334,0.780356652411033,0.9977678571428572,0.03825974025974026,0.021148036253776436,331
short,tfidf_constrained,0.7794561933534743,0.10496945001565583,0.29154078549848944,0.272875816993464,0.2777777777777778,0.1298251471131088,0.017123287671232876,0.36627906976744184,0.0273972602739726,0.7823707511018689,0.9977851605758583,0.021043112139002552,0.015105740181268883,331
short,tfidf_hierarchical_acceptance_rerank,0.7371601208459214,0.10618136479163674,0.22608257804632426,0.2826086956521739,0.2826086956521739,0.1327706219099662,0.031609195402298854,0.2903005464480874,0.04597701149425287,0.7558997397365976,1.0,0.07129671095188336,0.021148036253776436,331
short,tfidf_optimization_role_repair,0.7794561933534743,0.031793986476765936,0.07250755287009064,0.3787878787878788,0.3939393939393939,0.03691399040236249,0.0136986301369863,0.08914728682170543,0.0136986301369863,0.7823707511018689,0.9977851605758583,0.021043112139002552,0.006042296072507553,331
short,tfidf_semantic_ir_repair,0.7794561933534743,0.031793986476765936,0.07854984894259819,0.3181818181818182,0.3333333333333333,0.03691399040236249,0.0136986301369863,0.09689922480620156,0.0136986301369863,0.7823707511018689,0.9977851605758583,0.021043112139002552,0.006042296072507553,331
