query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_46,short,bge_m3,nlp4lp_test_46,nlp4lp_test_46,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_47,short,bge_m3,nlp4lp_test_47,nlp4lp_test_47,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_48,short,bge_m3,nlp4lp_test_48,nlp4lp_test_48,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_49,short,bge_m3,nlp4lp_test_49,nlp4lp_test_49,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_50,short,bge_m3,nlp4lp_test_50,nlp4lp_test_50,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_51,short,bge_m3,nlp4lp_test_51,nlp4lp_test_51,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_52,short,bge_m3,nlp4lp_test_52,nlp4lp_test_52,1,6,3,0.5,1.0,0.0,0.0,1.0
nlp4lp_test_53,short,bge_m3,nlp4lp_test_53,nlp4lp_test_53,1,3,2,0.6666666666666666,1.0,0.0,0.0,1.0
nlp4lp_test_54,short,bge_m3,nlp4lp_test_54,nlp4lp_test_54,1,4,1,0.25,1.0,1.0,1.0,1.0
nlp4lp_test_55,short,bge_m3,nlp4lp_test_55,nlp4lp_test_55,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_56,short,bge_m3,nlp4lp_test_56,nlp4lp_test_56,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_57,short,bge_m3,nlp4lp_test_57,nlp4lp_test_57,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_58,short,bge_m3,nlp4lp_test_58,nlp4lp_test_58,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_59,short,bge_m3,nlp4lp_test_59,nlp4lp_test_59,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_60,short,bge_m3,nlp4lp_test_60,nlp4lp_test_60,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_61,short,bge_m3,nlp4lp_test_61,nlp4lp_test_61,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_62,short,bge_m3,nlp4lp_test_62,nlp4lp_test_62,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_63,short,bge_m3,nlp4lp_test_63,nlp4lp_test_63,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_64,short,bge_m3,nlp4lp_test_64,nlp4lp_test_64,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_65,short,bge_m3,nlp4lp_test_65,nlp4lp_test_65,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_66,short,bge_m3,nlp4lp_test_66,nlp4lp_test_66,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_67,short,bge_m3,nlp4lp_test_67,nlp4lp_test_67,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_68,short,bge_m3,nlp4lp_test_68,nlp4lp_test_68,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_69,short,bge_m3,nlp4lp_test_69,nlp4lp_test_69,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_70,short,bge_m3,nlp4lp_test_238,nlp4lp_test_70,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_71,short,bge_m3,nlp4lp_test_71,nlp4lp_test_71,1,6,1,0.16666666666666666,1.0,1.0,1.0,1.0
nlp4lp_test_72,short,bge_m3,nlp4lp_test_72,nlp4lp_test_72,1,3,1,0.3333333333333333,1.0,0.0,0.0,1.0
nlp4lp_test_73,short,bge_m3,nlp4lp_test_73,nlp4lp_test_73,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_74,short,bge_m3,nlp4lp_test_74,nlp4lp_test_74,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_75,short,bge_m3,nlp4lp_test_75,nlp4lp_test_75,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_76,short,bge_m3,nlp4lp_test_76,nlp4lp_test_76,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_77,short,bge_m3,nlp4lp_test_77,nlp4lp_test_77,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_78,short,bge_m3,nlp4lp_test_78,nlp4lp_test_78,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_79,short,bge_m3,nlp4lp_test_79,nlp4lp_test_79,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_80,short,bge_m3,nlp4lp_test_80,nlp4lp_test_80,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_81,short,bge_m3,nlp4lp_test_81,nlp4lp_test_81,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_82,short,bge_m3,nlp4lp_test_82,nlp4lp_test_82,1,6,2,0.3333333333333333,1.0,0.0,0.0,1.0
nlp4lp_test_83,short,bge_m3,nlp4lp_test_83,nlp4lp_test_83,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_84,short,bge_m3,nlp4lp_test_84,nlp4lp_test_84,1,4,2,0.5,1.0,0.5,0.5,1.0
nlp4lp_test_85,short,bge_m3,nlp4lp_test_85,nlp4lp_test_85,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_86,short,bge_m3,nlp4lp_test_86,nlp4lp_test_86,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_87,short,bge_m3,nlp4lp_test_87,nlp4lp_test_87,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_88,short,bge_m3,nlp4lp_test_88,nlp4lp_test_88,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_89,short,bge_m3,nlp4lp_test_229,nlp4lp_test_89,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_90,short,bge_m3,nlp4lp_test_90,nlp4lp_test_90,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_91,short,bge_m3,nlp4lp_test_91,nlp4lp_test_91,1,4,3,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_92,short,bge_m3,nlp4lp_test_92,nlp4lp_test_92,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_93,short,bge_m3,nlp4lp_test_93,nlp4lp_test_93,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_94,short,bge_m3,nlp4lp_test_94,nlp4lp_test_94,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_95,short,bge_m3,nlp4lp_test_260,nlp4lp_test_95,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_96,short,bge_m3,nlp4lp_test_96,nlp4lp_test_96,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_97,short,bge_m3,nlp4lp_test_97,nlp4lp_test_97,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_98,short,bge_m3,nlp4lp_test_98,nlp4lp_test_98,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_99,short,bge_m3,nlp4lp_test_99,nlp4lp_test_99,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_100,short,bge_m3,nlp4lp_test_100,nlp4lp_test_100,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_101,short,bge_m3,nlp4lp_test_73,nlp4lp_test_101,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_102,short,bge_m3,nlp4lp_test_102,nlp4lp_test_102,1,3,1,0.3333333333333333,1.0,0.0,0.0,0.42857142857142855
nlp4lp_test_103,short,bge_m3,nlp4lp_test_103,nlp4lp_test_103,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_104,short,bge_m3,nlp4lp_test_104,nlp4lp_test_104,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_105,short,bge_m3,nlp4lp_test_260,nlp4lp_test_105,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_106,short,bge_m3,nlp4lp_test_106,nlp4lp_test_106,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_107,short,bge_m3,nlp4lp_test_107,nlp4lp_test_107,1,10,0,0.0,0.0,,,1.0
nlp4lp_test_108,short,bge_m3,nlp4lp_test_108,nlp4lp_test_108,1,5,2,0.4,0.5,0.0,0.0,1.0
nlp4lp_test_109,short,bge_m3,nlp4lp_test_109,nlp4lp_test_109,1,8,3,0.375,0.3333333333333333,0.0,0.3333333333333333,1.0
nlp4lp_test_110,short,bge_m3,nlp4lp_test_110,nlp4lp_test_110,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_111,short,bge_m3,nlp4lp_test_111,nlp4lp_test_111,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_112,short,bge_m3,nlp4lp_test_112,nlp4lp_test_112,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_113,short,bge_m3,nlp4lp_test_113,nlp4lp_test_113,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_114,short,bge_m3,nlp4lp_test_114,nlp4lp_test_114,1,5,1,0.2,1.0,0.0,0.0,1.0
nlp4lp_test_115,short,bge_m3,nlp4lp_test_115,nlp4lp_test_115,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_116,short,bge_m3,nlp4lp_test_116,nlp4lp_test_116,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_117,short,bge_m3,nlp4lp_test_117,nlp4lp_test_117,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_118,short,bge_m3,nlp4lp_test_118,nlp4lp_test_118,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_119,short,bge_m3,nlp4lp_test_119,nlp4lp_test_119,1,4,3,0.75,1.0,0.0,0.0,1.0
nlp4lp_test_120,short,bge_m3,nlp4lp_test_120,nlp4lp_test_120,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_121,short,bge_m3,nlp4lp_test_121,nlp4lp_test_121,1,4,1,0.25,1.0,1.0,1.0,1.0
nlp4lp_test_122,short,bge_m3,nlp4lp_test_122,nlp4lp_test_122,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_123,short,bge_m3,nlp4lp_test_123,nlp4lp_test_123,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_124,short,bge_m3,nlp4lp_test_124,nlp4lp_test_124,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_125,short,bge_m3,nlp4lp_test_125,nlp4lp_test_125,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_126,short,bge_m3,nlp4lp_test_126,nlp4lp_test_126,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_127,short,bge_m3,nlp4lp_test_127,nlp4lp_test_127,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_128,short,bge_m3,nlp4lp_test_128,nlp4lp_test_128,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_129,short,bge_m3,nlp4lp_test_129,nlp4lp_test_129,1,8,3,0.375,1.0,0.0,0.0,1.0
nlp4lp_test_130,short,bge_m3,nlp4lp_test_130,nlp4lp_test_130,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_131,short,bge_m3,nlp4lp_test_131,nlp4lp_test_131,1,4,3,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_132,short,bge_m3,nlp4lp_test_132,nlp4lp_test_132,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_133,short,bge_m3,nlp4lp_test_133,nlp4lp_test_133,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_134,short,bge_m3,nlp4lp_test_134,nlp4lp_test_134,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_135,short,bge_m3,nlp4lp_test_35,nlp4lp_test_135,0,1,0,0.0,0.0,,,0.1111111111111111
nlp4lp_test_136,short,bge_m3,nlp4lp_test_136,nlp4lp_test_136,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_137,short,bge_m3,nlp4lp_test_137,nlp4lp_test_137,1,5,2,0.4,0.5,0.0,0.0,1.0
nlp4lp_test_138,short,bge_m3,nlp4lp_test_138,nlp4lp_test_138,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_139,short,bge_m3,nlp4lp_test_139,nlp4lp_test_139,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_140,short,bge_m3,nlp4lp_test_140,nlp4lp_test_140,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_141,short,bge_m3,nlp4lp_test_186,nlp4lp_test_141,0,1,0,0.0,0.0,,,0.14285714285714285
nlp4lp_test_142,short,bge_m3,nlp4lp_test_142,nlp4lp_test_142,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_143,short,bge_m3,nlp4lp_test_143,nlp4lp_test_143,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_144,short,bge_m3,nlp4lp_test_144,nlp4lp_test_144,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_145,short,bge_m3,nlp4lp_test_145,nlp4lp_test_145,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_146,short,bge_m3,nlp4lp_test_146,nlp4lp_test_146,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_147,short,bge_m3,nlp4lp_test_147,nlp4lp_test_147,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_148,short,bge_m3,nlp4lp_test_180,nlp4lp_test_148,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_149,short,bge_m3,nlp4lp_test_149,nlp4lp_test_149,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_150,short,bge_m3,nlp4lp_test_150,nlp4lp_test_150,1,7,3,0.42857142857142855,1.0,0.0,0.0,1.0
nlp4lp_test_151,short,bge_m3,nlp4lp_test_151,nlp4lp_test_151,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_152,short,bge_m3,nlp4lp_test_152,nlp4lp_test_152,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_153,short,bge_m3,nlp4lp_test_153,nlp4lp_test_153,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_154,short,bge_m3,nlp4lp_test_225,nlp4lp_test_154,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_155,short,bge_m3,nlp4lp_test_155,nlp4lp_test_155,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_156,short,bge_m3,nlp4lp_test_156,nlp4lp_test_156,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_157,short,bge_m3,nlp4lp_test_157,nlp4lp_test_157,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_158,short,bge_m3,nlp4lp_test_158,nlp4lp_test_158,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_159,short,bge_m3,nlp4lp_test_159,nlp4lp_test_159,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_160,short,bge_m3,nlp4lp_test_160,nlp4lp_test_160,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_161,short,bge_m3,nlp4lp_test_161,nlp4lp_test_161,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_162,short,bge_m3,nlp4lp_test_162,nlp4lp_test_162,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_163,short,bge_m3,nlp4lp_test_163,nlp4lp_test_163,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_164,short,bge_m3,nlp4lp_test_164,nlp4lp_test_164,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_165,short,bge_m3,nlp4lp_test_165,nlp4lp_test_165,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_166,short,bge_m3,nlp4lp_test_166,nlp4lp_test_166,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_167,short,bge_m3,nlp4lp_test_167,nlp4lp_test_167,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_168,short,bge_m3,nlp4lp_test_168,nlp4lp_test_168,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_169,short,bge_m3,nlp4lp_test_169,nlp4lp_test_169,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_170,short,bge_m3,nlp4lp_test_170,nlp4lp_test_170,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_171,short,bge_m3,nlp4lp_test_171,nlp4lp_test_171,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_172,short,bge_m3,nlp4lp_test_172,nlp4lp_test_172,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_173,short,bge_m3,nlp4lp_test_173,nlp4lp_test_173,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_174,short,bge_m3,nlp4lp_test_174,nlp4lp_test_174,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_175,short,bge_m3,nlp4lp_test_175,nlp4lp_test_175,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_176,short,bge_m3,nlp4lp_test_176,nlp4lp_test_176,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_177,short,bge_m3,nlp4lp_test_177,nlp4lp_test_177,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_178,short,bge_m3,nlp4lp_test_178,nlp4lp_test_178,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_179,short,bge_m3,nlp4lp_test_179,nlp4lp_test_179,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_180,short,bge_m3,nlp4lp_test_180,nlp4lp_test_180,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_181,short,bge_m3,nlp4lp_test_181,nlp4lp_test_181,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_182,short,bge_m3,nlp4lp_test_182,nlp4lp_test_182,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_183,short,bge_m3,nlp4lp_test_49,nlp4lp_test_183,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_184,short,bge_m3,nlp4lp_test_184,nlp4lp_test_184,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_185,short,bge_m3,nlp4lp_test_185,nlp4lp_test_185,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_186,short,bge_m3,nlp4lp_test_186,nlp4lp_test_186,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_187,short,bge_m3,nlp4lp_test_187,nlp4lp_test_187,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_188,short,bge_m3,nlp4lp_test_71,nlp4lp_test_188,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_189,short,bge_m3,nlp4lp_test_189,nlp4lp_test_189,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_190,short,bge_m3,nlp4lp_test_11,nlp4lp_test_190,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_191,short,bge_m3,nlp4lp_test_191,nlp4lp_test_191,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_192,short,bge_m3,nlp4lp_test_192,nlp4lp_test_192,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_193,short,bge_m3,nlp4lp_test_193,nlp4lp_test_193,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_194,short,bge_m3,nlp4lp_test_32,nlp4lp_test_194,0,2,0,0.0,0.0,,,0.25
nlp4lp_test_195,short,bge_m3,nlp4lp_test_195,nlp4lp_test_195,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_196,short,bge_m3,nlp4lp_test_196,nlp4lp_test_196,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_197,short,bge_m3,nlp4lp_test_35,nlp4lp_test_197,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_198,short,bge_m3,nlp4lp_test_58,nlp4lp_test_198,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_199,short,bge_m3,nlp4lp_test_199,nlp4lp_test_199,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_200,short,bge_m3,nlp4lp_test_200,nlp4lp_test_200,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_201,short,bge_m3,nlp4lp_test_193,nlp4lp_test_201,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_202,short,bge_m3,nlp4lp_test_202,nlp4lp_test_202,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_203,short,bge_m3,nlp4lp_test_203,nlp4lp_test_203,1,3,2,0.6666666666666666,0.5,0.0,0.0,1.0
nlp4lp_test_204,short,bge_m3,nlp4lp_test_204,nlp4lp_test_204,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_205,short,bge_m3,nlp4lp_test_205,nlp4lp_test_205,1,3,2,0.6666666666666666,1.0,0.0,0.0,1.0
nlp4lp_test_206,short,bge_m3,nlp4lp_test_206,nlp4lp_test_206,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_207,short,bge_m3,nlp4lp_test_207,nlp4lp_test_207,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_208,short,bge_m3,nlp4lp_test_208,nlp4lp_test_208,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_209,short,bge_m3,nlp4lp_test_266,nlp4lp_test_209,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_210,short,bge_m3,nlp4lp_test_210,nlp4lp_test_210,1,6,3,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_211,short,bge_m3,nlp4lp_test_211,nlp4lp_test_211,1,5,1,0.2,1.0,0.0,0.0,1.0
nlp4lp_test_212,short,bge_m3,nlp4lp_test_212,nlp4lp_test_212,1,10,1,0.1,1.0,0.0,0.0,1.0
nlp4lp_test_213,short,bge_m3,nlp4lp_test_213,nlp4lp_test_213,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_214,short,bge_m3,nlp4lp_test_214,nlp4lp_test_214,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_215,short,bge_m3,nlp4lp_test_215,nlp4lp_test_215,1,7,0,0.0,0.0,,,1.0
