query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_36,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_10,nlp4lp_test_36,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_37,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_37,nlp4lp_test_37,1,2,2,1.0,0.5,1.0,1.0,1.0
nlp4lp_test_38,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_38,nlp4lp_test_38,1,9,7,0.7777777777777778,0.0,,,1.0
nlp4lp_test_39,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_39,nlp4lp_test_39,1,6,3,0.5,0.0,,,1.0
nlp4lp_test_40,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_40,nlp4lp_test_40,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_41,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_41,nlp4lp_test_41,1,3,3,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_42,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_42,nlp4lp_test_42,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_43,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_43,nlp4lp_test_43,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_44,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_44,nlp4lp_test_44,1,4,4,1.0,0.0,,,1.0
nlp4lp_test_45,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_45,nlp4lp_test_45,1,9,9,1.0,0.0,,,1.0
nlp4lp_test_46,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_46,nlp4lp_test_46,1,6,5,0.8333333333333334,0.0,,,1.0
nlp4lp_test_47,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_47,nlp4lp_test_47,1,5,4,0.8,0.0,,,1.0
nlp4lp_test_48,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_48,nlp4lp_test_48,1,7,5,0.7142857142857143,0.0,,,1.0
nlp4lp_test_49,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_49,nlp4lp_test_49,1,6,3,0.5,0.0,,,1.0
nlp4lp_test_50,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_50,nlp4lp_test_50,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_51,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_51,nlp4lp_test_51,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_52,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_52,nlp4lp_test_52,1,6,6,1.0,0.3333333333333333,0.0,0.0,1.0
nlp4lp_test_53,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_53,nlp4lp_test_53,1,3,3,1.0,0.3333333333333333,0.5,0.5,1.0
nlp4lp_test_54,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_54,nlp4lp_test_54,1,4,4,1.0,0.0,,,1.0
nlp4lp_test_55,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_55,nlp4lp_test_55,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_56,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_56,nlp4lp_test_56,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_57,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_57,nlp4lp_test_57,1,5,5,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_58,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_306,nlp4lp_test_58,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_59,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_59,nlp4lp_test_59,1,6,5,0.8333333333333334,0.0,,,1.0
nlp4lp_test_60,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_60,nlp4lp_test_60,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_61,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_61,nlp4lp_test_61,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_62,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_62,nlp4lp_test_62,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_63,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_63,nlp4lp_test_63,1,3,3,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_64,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_64,nlp4lp_test_64,1,4,4,1.0,0.0,,,1.0
nlp4lp_test_65,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_65,nlp4lp_test_65,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_66,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_66,nlp4lp_test_66,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_67,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_67,nlp4lp_test_67,1,5,4,0.8,0.0,,,1.0
nlp4lp_test_68,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_68,nlp4lp_test_68,1,7,7,1.0,0.0,,,1.0
nlp4lp_test_69,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_69,nlp4lp_test_69,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_70,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_70,nlp4lp_test_70,1,8,8,1.0,0.125,0.0,0.0,1.0
nlp4lp_test_71,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_71,nlp4lp_test_71,1,6,6,1.0,0.16666666666666666,0.0,0.0,1.0
nlp4lp_test_72,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_72,nlp4lp_test_72,1,3,3,1.0,0.3333333333333333,1.0,1.0,1.0
nlp4lp_test_73,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_73,nlp4lp_test_73,1,2,2,1.0,0.5,1.0,1.0,1.0
nlp4lp_test_74,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_74,nlp4lp_test_74,1,9,6,0.6666666666666666,0.0,,,1.0
nlp4lp_test_75,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_75,nlp4lp_test_75,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_76,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_76,nlp4lp_test_76,1,6,5,0.8333333333333334,0.0,,,1.0
nlp4lp_test_77,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_77,nlp4lp_test_77,1,5,4,0.8,0.0,,,1.0
nlp4lp_test_78,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_78,nlp4lp_test_78,1,7,7,1.0,0.0,,,1.0
nlp4lp_test_79,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_79,nlp4lp_test_79,1,6,5,0.8333333333333334,0.0,,,1.0
nlp4lp_test_80,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_80,nlp4lp_test_80,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_81,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_81,nlp4lp_test_81,1,3,3,1.0,0.3333333333333333,1.0,1.0,1.0
nlp4lp_test_82,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_82,nlp4lp_test_82,1,6,6,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_83,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_83,nlp4lp_test_83,1,2,2,1.0,0.0,,,1.0
nlp4lp_test_84,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_84,nlp4lp_test_84,1,4,4,1.0,0.25,0.0,0.0,1.0
nlp4lp_test_85,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_85,nlp4lp_test_85,1,9,7,0.7777777777777778,0.0,,,1.0
nlp4lp_test_86,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_86,nlp4lp_test_86,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_87,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_87,nlp4lp_test_87,1,5,5,1.0,0.0,,,1.0
nlp4lp_test_88,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_88,nlp4lp_test_88,1,7,6,0.8571428571428571,0.0,,,1.0
nlp4lp_test_89,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_89,nlp4lp_test_89,1,3,3,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_90,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_90,nlp4lp_test_90,1,9,8,0.8888888888888888,0.0,0.0,0.0,1.0
nlp4lp_test_91,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_91,nlp4lp_test_91,1,4,4,1.0,0.25,1.0,1.0,1.0
nlp4lp_test_92,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_92,nlp4lp_test_92,1,7,7,1.0,0.0,,,1.0
nlp4lp_test_93,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_27,nlp4lp_test_93,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_94,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_94,nlp4lp_test_94,1,5,4,0.8,0.0,,,1.0
nlp4lp_test_95,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_95,nlp4lp_test_95,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_96,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_231,nlp4lp_test_96,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_97,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_97,nlp4lp_test_97,1,9,7,0.7777777777777778,0.0,,,1.0
nlp4lp_test_98,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_98,nlp4lp_test_98,1,5,4,0.8,0.0,,,1.0
nlp4lp_test_99,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_99,nlp4lp_test_99,1,3,3,1.0,0.3333333333333333,1.0,1.0,1.0
nlp4lp_test_100,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_27,nlp4lp_test_100,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_101,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_101,nlp4lp_test_101,1,4,4,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_102,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_102,nlp4lp_test_102,1,3,3,1.0,0.0,,,0.42857142857142855
nlp4lp_test_103,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_103,nlp4lp_test_103,1,7,6,0.8571428571428571,0.0,0.0,0.0,1.0
nlp4lp_test_104,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_104,nlp4lp_test_104,1,5,5,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_105,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_105,nlp4lp_test_105,1,3,3,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_106,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_306,nlp4lp_test_106,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_107,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_107,nlp4lp_test_107,1,10,9,0.9,0.0,,,1.0
nlp4lp_test_108,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_108,nlp4lp_test_108,1,5,5,1.0,0.2,0.0,0.0,1.0
nlp4lp_test_109,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_127,nlp4lp_test_109,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_110,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_110,nlp4lp_test_110,1,9,7,0.7777777777777778,0.0,,,1.0
nlp4lp_test_111,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_111,nlp4lp_test_111,1,4,4,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_112,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_112,nlp4lp_test_112,1,7,4,0.5714285714285714,0.0,,,1.0
nlp4lp_test_113,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_113,nlp4lp_test_113,1,7,5,0.7142857142857143,0.0,,,1.0
nlp4lp_test_114,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_89,nlp4lp_test_114,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_115,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_115,nlp4lp_test_115,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_116,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_116,nlp4lp_test_116,1,4,4,1.0,0.0,,,1.0
nlp4lp_test_117,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_131,nlp4lp_test_117,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_118,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_118,nlp4lp_test_118,1,5,5,1.0,0.0,,,1.0
nlp4lp_test_119,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_119,nlp4lp_test_119,1,4,4,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_120,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_120,nlp4lp_test_120,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_121,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_121,nlp4lp_test_121,1,4,4,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_122,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_122,nlp4lp_test_122,1,7,6,0.8571428571428571,0.0,,,1.0
nlp4lp_test_123,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_123,nlp4lp_test_123,1,7,6,0.8571428571428571,0.0,0.0,0.0,1.0
nlp4lp_test_124,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_124,nlp4lp_test_124,1,5,5,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_125,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_125,nlp4lp_test_125,1,3,3,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_126,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_27,nlp4lp_test_126,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_127,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_127,nlp4lp_test_127,1,9,9,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_128,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_128,nlp4lp_test_128,1,5,3,0.6,0.0,,,1.0
nlp4lp_test_129,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_129,nlp4lp_test_129,1,8,8,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_130,noisy,tfidf_hierarchical_acceptance_rerank,diet_lp,nlp4lp_test_130,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_131,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_131,nlp4lp_test_131,1,4,4,1.0,0.25,1.0,1.0,1.0
nlp4lp_test_132,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_132,nlp4lp_test_132,1,2,2,1.0,0.5,0.0,0.0,1.0
nlp4lp_test_133,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_133,nlp4lp_test_133,1,5,5,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_134,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_134,nlp4lp_test_134,1,3,3,1.0,0.3333333333333333,1.0,1.0,1.0
nlp4lp_test_135,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_135,nlp4lp_test_135,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_136,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_136,nlp4lp_test_136,1,9,8,0.8888888888888888,0.0,,,1.0
nlp4lp_test_137,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_137,nlp4lp_test_137,1,5,5,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_138,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_138,nlp4lp_test_138,1,6,4,0.6666666666666666,0.0,,,1.0
nlp4lp_test_139,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_139,nlp4lp_test_139,1,7,4,0.5714285714285714,0.0,,,1.0
nlp4lp_test_140,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_140,nlp4lp_test_140,1,7,6,0.8571428571428571,0.0,,,1.0
nlp4lp_test_141,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_141,nlp4lp_test_141,1,7,7,1.0,0.0,,,1.0
nlp4lp_test_142,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_142,nlp4lp_test_142,1,6,5,0.8333333333333334,0.0,,,1.0
nlp4lp_test_143,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_143,nlp4lp_test_143,1,8,8,1.0,0.0,,,1.0
nlp4lp_test_144,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_184,nlp4lp_test_144,0,1,1,1.0,0.0,,,0.14285714285714285
nlp4lp_test_145,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_145,nlp4lp_test_145,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_146,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_146,nlp4lp_test_146,1,5,3,0.6,0.0,,,1.0
nlp4lp_test_147,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_147,nlp4lp_test_147,1,4,3,0.75,0.0,,,1.0
nlp4lp_test_148,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_148,nlp4lp_test_148,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_149,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_149,nlp4lp_test_149,1,7,6,0.8571428571428571,0.0,,,1.0
nlp4lp_test_150,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_150,nlp4lp_test_150,1,7,7,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_151,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_151,nlp4lp_test_151,1,7,7,1.0,0.0,0.0,0.0,1.0
nlp4lp_test_152,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_152,nlp4lp_test_152,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_153,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_153,nlp4lp_test_153,1,8,6,0.75,0.0,,,1.0
nlp4lp_test_154,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_306,nlp4lp_test_154,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_155,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_155,nlp4lp_test_155,1,3,3,1.0,0.0,,,1.0
nlp4lp_test_156,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_156,nlp4lp_test_156,1,5,3,0.6,0.0,,,1.0
nlp4lp_test_157,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_157,nlp4lp_test_157,1,4,4,1.0,0.0,,,1.0
nlp4lp_test_158,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_158,nlp4lp_test_158,1,6,4,0.6666666666666666,0.0,,,1.0
nlp4lp_test_159,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_159,nlp4lp_test_159,1,7,5,0.7142857142857143,0.0,,,1.0
nlp4lp_test_160,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_160,nlp4lp_test_160,1,7,6,0.8571428571428571,0.0,,,1.0
nlp4lp_test_161,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_151,nlp4lp_test_161,0,5,5,1.0,0.0,,,0.7142857142857143
nlp4lp_test_162,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_162,nlp4lp_test_162,1,6,6,1.0,0.0,,,1.0
nlp4lp_test_163,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_163,nlp4lp_test_163,1,8,7,0.875,0.0,1.0,1.0,1.0
nlp4lp_test_164,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_164,nlp4lp_test_164,1,7,7,1.0,0.0,,,1.0
nlp4lp_test_165,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_165,nlp4lp_test_165,1,4,3,0.75,0.0,,,1.0
nlp4lp_test_166,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_166,nlp4lp_test_166,1,4,3,0.75,0.0,,,1.0
nlp4lp_test_167,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_167,nlp4lp_test_167,1,4,3,0.75,0.0,,,1.0
nlp4lp_test_168,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_168,nlp4lp_test_168,1,6,3,0.5,0.0,,,1.0
nlp4lp_test_169,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_169,nlp4lp_test_169,1,7,5,0.7142857142857143,0.0,,,1.0
nlp4lp_test_170,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_160,nlp4lp_test_170,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_171,noisy,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_171,nlp4lp_test_171,1,7,7,1.0,0.0,,,1.0
