Installing training deps (datasets, accelerate)...
accelerate 1.12.0
Generating training samples (150 per problem + real-world queries)...
Wrote 80297 pairs to data/processed/training_pairs.jsonl (150 per problem target)
Starting fine-tuning (GPU, batch_size=16 for stability)...
Loaded 80297 training pairs
{'loss': '0.1105', 'grad_norm': '2.088', 'learning_rate': '1.99e-05', 'epoch': '0.009962'}
{'loss': '0.01887', 'grad_norm': '0.006439', 'learning_rate': '1.691e-05', 'epoch': '0.3088'}
{'loss': '0.02647', 'grad_norm': '0.02731', 'learning_rate': '1.681e-05', 'epoch': '0.3188'}
{'loss': '0.023', 'grad_norm': '0.02505', 'learning_rate': '1.671e-05', 'epoch': '0.3288'}
{'loss': '0.02352', 'grad_norm': '0.03287', 'learning_rate': '1.661e-05', 'epoch': '0.3387'}
{'loss': '0.023', 'grad_norm': '0.4742', 'learning_rate': '1.652e-05', 'epoch': '0.3487'}
{'loss': '0.02135', 'grad_norm': '0.02158', 'learning_rate': '1.642e-05', 'epoch': '0.3586'}
{'loss': '0.01266', 'grad_norm': '0.01429', 'learning_rate': '1.632e-05', 'epoch': '0.3686'}
{'loss': '0.01525', 'grad_norm': '0.4233', 'learning_rate': '1.622e-05', 'epoch': '0.3786'}
{'loss': '0.02316', 'grad_norm': '6.332', 'learning_rate': '1.612e-05', 'epoch': '0.3885'}
{'loss': '0.01287', 'grad_norm': '0.1147', 'learning_rate': '1.602e-05', 'epoch': '0.3985'}
{'loss': '0.01417', 'grad_norm': '0.1741', 'learning_rate': '1.592e-05', 'epoch': '0.4084'}
{'loss': '0.02105', 'grad_norm': '0.1664', 'learning_rate': '1.582e-05', 'epoch': '0.4184'}
{'loss': '0.006461', 'grad_norm': '0.1134', 'learning_rate': '1.572e-05', 'epoch': '0.4284'}
{'loss': '0.02023', 'grad_norm': '1.437', 'learning_rate': '1.562e-05', 'epoch': '0.4383'}
{'loss': '0.02004', 'grad_norm': '0.2133', 'learning_rate': '1.552e-05', 'epoch': '0.4483'}
{'loss': '0.03015', 'grad_norm': '0.199', 'learning_rate': '1.542e-05', 'epoch': '0.4583'}
{'loss': '0.01092', 'grad_norm': '0.01259', 'learning_rate': '1.532e-05', 'epoch': '0.4682'}
{'loss': '0.01155', 'grad_norm': '0.03294', 'learning_rate': '1.522e-05', 'epoch': '0.4782'}
{'loss': '0.01367', 'grad_norm': '0.04924', 'learning_rate': '1.512e-05', 'epoch': '0.4881'}
{'loss': '0.01856', 'grad_norm': '0.5968', 'learning_rate': '1.502e-05', 'epoch': '0.4981'}
{'loss': '0.02816', 'grad_norm': '0.01415', 'learning_rate': '1.492e-05', 'epoch': '0.5081'}
{'loss': '0.02319', 'grad_norm': '0.3381', 'learning_rate': '1.482e-05', 'epoch': '0.518'}
{'loss': '0.01817', 'grad_norm': '0.01316', 'learning_rate': '1.472e-05', 'epoch': '0.528'}
{'loss': '0.0232', 'grad_norm': '0.04375', 'learning_rate': '1.462e-05', 'epoch': '0.538'}
{'loss': '0.01679', 'grad_norm': '4.736', 'learning_rate': '1.452e-05', 'epoch': '0.5479'}
{'loss': '0.01798', 'grad_norm': '0.1174', 'learning_rate': '1.442e-05', 'epoch': '0.5579'}
{'loss': '0.02188', 'grad_norm': '0.006119', 'learning_rate': '1.432e-05', 'epoch': '0.5678'}
{'loss': '0.01506', 'grad_norm': '0.03991', 'learning_rate': '1.422e-05', 'epoch': '0.5778'}
{'loss': '0.01188', 'grad_norm': '0.01473', 'learning_rate': '1.412e-05', 'epoch': '0.5878'}
{'loss': '0.02935', 'grad_norm': '7.344', 'learning_rate': '1.402e-05', 'epoch': '0.5977'}
{'loss': '0.0241', 'grad_norm': '7.691', 'learning_rate': '1.393e-05', 'epoch': '0.6077'}
{'loss': '0.01764', 'grad_norm': '0.008085', 'learning_rate': '1.383e-05', 'epoch': '0.6177'}
{'loss': '0.01516', 'grad_norm': '0.07297', 'learning_rate': '1.373e-05', 'epoch': '0.6276'}
{'loss': '0.01976', 'grad_norm': '0.1724', 'learning_rate': '1.363e-05', 'epoch': '0.6376'}
{'loss': '0.02256', 'grad_norm': '0.01339', 'learning_rate': '1.353e-05', 'epoch': '0.6475'}
{'loss': '0.02786', 'grad_norm': '0.02248', 'learning_rate': '1.343e-05', 'epoch': '0.6575'}
{'loss': '0.01743', 'grad_norm': '0.1318', 'learning_rate': '1.333e-05', 'epoch': '0.6675'}
{'loss': '0.02023', 'grad_norm': '0.1047', 'learning_rate': '1.323e-05', 'epoch': '0.6774'}
{'loss': '0.02473', 'grad_norm': '0.3915', 'learning_rate': '1.313e-05', 'epoch': '0.6874'}
{'loss': '0.01127', 'grad_norm': '0.08996', 'learning_rate': '1.303e-05', 'epoch': '0.6974'}
{'loss': '0.02618', 'grad_norm': '0.1477', 'learning_rate': '1.293e-05', 'epoch': '0.7073'}
{'loss': '0.029', 'grad_norm': '0.04183', 'learning_rate': '1.283e-05', 'epoch': '0.7173'}
{'loss': '0.02073', 'grad_norm': '0.07605', 'learning_rate': '1.273e-05', 'epoch': '0.7272'}
{'loss': '0.009826', 'grad_norm': '0.1101', 'learning_rate': '1.263e-05', 'epoch': '0.7372'}
{'loss': '0.01744', 'grad_norm': '0.4327', 'learning_rate': '1.253e-05', 'epoch': '0.7472'}
{'loss': '0.02719', 'grad_norm': '0.02353', 'learning_rate': '1.243e-05', 'epoch': '0.7571'}
{'loss': '0.009083', 'grad_norm': '0.01251', 'learning_rate': '1.233e-05', 'epoch': '0.7671'}
{'loss': '0.02518', 'grad_norm': '1.764', 'learning_rate': '1.223e-05', 'epoch': '0.777'}
{'loss': '0.0197', 'grad_norm': '0.1949', 'learning_rate': '1.213e-05', 'epoch': '0.787'}
{'loss': '0.02529', 'grad_norm': '0.2402', 'learning_rate': '1.203e-05', 'epoch': '0.797'}
{'loss': '0.02094', 'grad_norm': '0.1485', 'learning_rate': '1.193e-05', 'epoch': '0.8069'}
{'loss': '0.01838', 'grad_norm': '0.01358', 'learning_rate': '1.183e-05', 'epoch': '0.8169'}
{'loss': '0.01172', 'grad_norm': '0.01847', 'learning_rate': '1.173e-05', 'epoch': '0.8269'}
{'loss': '0.02226', 'grad_norm': '0.007286', 'learning_rate': '1.163e-05', 'epoch': '0.8368'}
{'loss': '0.02465', 'grad_norm': '0.01313', 'learning_rate': '1.153e-05', 'epoch': '0.8468'}
{'loss': '0.03677', 'grad_norm': '0.01251', 'learning_rate': '1.143e-05', 'epoch': '0.8567'}
{'loss': '0.02272', 'grad_norm': '0.04824', 'learning_rate': '1.133e-05', 'epoch': '0.8667'}
{'loss': '0.007526', 'grad_norm': '0.3223', 'learning_rate': '1.124e-05', 'epoch': '0.8767'}
{'loss': '0.006932', 'grad_norm': '0.03898', 'learning_rate': '1.114e-05', 'epoch': '0.8866'}
{'loss': '0.01032', 'grad_norm': '0.01201', 'learning_rate': '1.104e-05', 'epoch': '0.8966'}
{'loss': '0.01344', 'grad_norm': '0.05347', 'learning_rate': '1.094e-05', 'epoch': '0.9066'}
{'loss': '0.01396', 'grad_norm': '0.1547', 'learning_rate': '1.084e-05', 'epoch': '0.9165'}
{'loss': '0.01447', 'grad_norm': '0.08039', 'learning_rate': '1.074e-05', 'epoch': '0.9265'}
{'loss': '0.01608', 'grad_norm': '8.923', 'learning_rate': '1.064e-05', 'epoch': '0.9364'}
{'loss': '0.01247', 'grad_norm': '0.0813', 'learning_rate': '1.054e-05', 'epoch': '0.9464'}
{'loss': '0.01605', 'grad_norm': '3.813', 'learning_rate': '1.044e-05', 'epoch': '0.9564'}
{'loss': '0.02774', 'grad_norm': '7.038', 'learning_rate': '1.034e-05', 'epoch': '0.9663'}
{'loss': '0.0326', 'grad_norm': '0.01633', 'learning_rate': '1.024e-05', 'epoch': '0.9763'}
{'loss': '0.02391', 'grad_norm': '0.01474', 'learning_rate': '1.014e-05', 'epoch': '0.9863'}
{'loss': '0.01285', 'grad_norm': '0.09081', 'learning_rate': '1.004e-05', 'epoch': '0.9962'}
{'loss': '0.01949', 'grad_norm': '0.00338', 'learning_rate': '9.94e-06', 'epoch': '1.006'}
{'loss': '0.01664', 'grad_norm': '0.01506', 'learning_rate': '9.841e-06', 'epoch': '1.016'}
{'loss': '0.01413', 'grad_norm': '0.05658', 'learning_rate': '9.741e-06', 'epoch': '1.026'}
{'loss': '0.01235', 'grad_norm': '0.05025', 'learning_rate': '9.641e-06', 'epoch': '1.036'}
{'loss': '0.005026', 'grad_norm': '2.347', 'learning_rate': '9.542e-06', 'epoch': '1.046'}
{'loss': '0.02213', 'grad_norm': '1.858', 'learning_rate': '9.442e-06', 'epoch': '1.056'}
{'loss': '0.01967', 'grad_norm': '2.252', 'learning_rate': '9.342e-06', 'epoch': '1.066'}
{'loss': '0.009996', 'grad_norm': '0.01343', 'learning_rate': '9.243e-06', 'epoch': '1.076'}
{'loss': '0.01389', 'grad_norm': '0.01422', 'learning_rate': '9.143e-06', 'epoch': '1.086'}
{'loss': '0.01121', 'grad_norm': '0.02747', 'learning_rate': '9.044e-06', 'epoch': '1.096'}
{'loss': '0.009252', 'grad_norm': '0.1668', 'learning_rate': '8.944e-06', 'epoch': '1.106'}
{'loss': '0.02893', 'grad_norm': '0.1323', 'learning_rate': '8.844e-06', 'epoch': '1.116'}
{'loss': '0.007543', 'grad_norm': '0.01871', 'learning_rate': '8.745e-06', 'epoch': '1.126'}
{'loss': '0.01999', 'grad_norm': '0.02909', 'learning_rate': '8.645e-06', 'epoch': '1.136'}
{'loss': '0.01635', 'grad_norm': '0.0989', 'learning_rate': '8.546e-06', 'epoch': '1.146'}
{'loss': '0.01665', 'grad_norm': '0.129', 'learning_rate': '8.446e-06', 'epoch': '1.156'}
{'loss': '0.01916', 'grad_norm': '0.02593', 'learning_rate': '8.346e-06', 'epoch': '1.166'}
{'loss': '0.01078', 'grad_norm': '0.03729', 'learning_rate': '8.247e-06', 'epoch': '1.176'}
{'loss': '0.01537', 'grad_norm': '0.007925', 'learning_rate': '8.147e-06', 'epoch': '1.185'}
{'loss': '0.01375', 'grad_norm': '0.6419', 'learning_rate': '8.047e-06', 'epoch': '1.195'}
{'loss': '0.0109', 'grad_norm': '2.893', 'learning_rate': '7.948e-06', 'epoch': '1.205'}
{'loss': '0.01514', 'grad_norm': '0.04945', 'learning_rate': '7.848e-06', 'epoch': '1.215'}
{'loss': '0.0185', 'grad_norm': '0.009038', 'learning_rate': '7.749e-06', 'epoch': '1.225'}
{'loss': '0.0104', 'grad_norm': '0.01016', 'learning_rate': '7.649e-06', 'epoch': '1.235'}
{'loss': '0.006598', 'grad_norm': '1.069', 'learning_rate': '7.549e-06', 'epoch': '1.245'}
{'loss': '0.01105', 'grad_norm': '0.1058', 'learning_rate': '7.45e-06', 'epoch': '1.255'}
{'loss': '0.01545', 'grad_norm': '0.06733', 'learning_rate': '7.35e-06', 'epoch': '1.265'}
{'loss': '0.007087', 'grad_norm': '4.883', 'learning_rate': '7.25e-06', 'epoch': '1.275'}
{'loss': '0.005284', 'grad_norm': '0.1656', 'learning_rate': '7.151e-06', 'epoch': '1.285'}
{'loss': '0.01655', 'grad_norm': '0.1173', 'learning_rate': '7.051e-06', 'epoch': '1.295'}
{'loss': '0.01879', 'grad_norm': '1.052', 'learning_rate': '6.952e-06', 'epoch': '1.305'}
{'loss': '0.01843', 'grad_norm': '2.982', 'learning_rate': '6.852e-06', 'epoch': '1.315'}
{'loss': '0.01579', 'grad_norm': '0.01054', 'learning_rate': '6.752e-06', 'epoch': '1.325'}
{'loss': '0.007976', 'grad_norm': '0.08649', 'learning_rate': '6.653e-06', 'epoch': '1.335'}
{'loss': '0.01533', 'grad_norm': '0.2698', 'learning_rate': '6.553e-06', 'epoch': '1.345'}
{'loss': '0.01161', 'grad_norm': '0.1581', 'learning_rate': '6.453e-06', 'epoch': '1.355'}
{'loss': '0.01489', 'grad_norm': '0.01931', 'learning_rate': '6.354e-06', 'epoch': '1.365'}
{'loss': '0.005405', 'grad_norm': '0.01201', 'learning_rate': '6.254e-06', 'epoch': '1.375'}
{'loss': '0.02007', 'grad_norm': '0.1241', 'learning_rate': '6.155e-06', 'epoch': '1.385'}
{'loss': '0.02448', 'grad_norm': '6.098', 'learning_rate': '6.055e-06', 'epoch': '1.395'}
{'loss': '0.006058', 'grad_norm': '0.173', 'learning_rate': '5.955e-06', 'epoch': '1.405'}
{'loss': '0.01149', 'grad_norm': '0.01097', 'learning_rate': '5.856e-06', 'epoch': '1.415'}
{'loss': '0.01248', 'grad_norm': '0.05571', 'learning_rate': '5.756e-06', 'epoch': '1.425'}
{'loss': '0.008684', 'grad_norm': '0.01735', 'learning_rate': '5.657e-06', 'epoch': '1.435'}
{'loss': '0.01407', 'grad_norm': '0.0376', 'learning_rate': '5.557e-06', 'epoch': '1.445'}
{'loss': '0.01348', 'grad_norm': '0.03352', 'learning_rate': '5.457e-06', 'epoch': '1.454'}
{'loss': '0.005567', 'grad_norm': '0.06474', 'learning_rate': '5.358e-06', 'epoch': '1.464'}
{'loss': '0.02031', 'grad_norm': '0.7394', 'learning_rate': '5.258e-06', 'epoch': '1.474'}
{'loss': '0.01469', 'grad_norm': '0.05421', 'learning_rate': '5.158e-06', 'epoch': '1.484'}
{'loss': '0.01328', 'grad_norm': '0.05519', 'learning_rate': '5.059e-06', 'epoch': '1.494'}
{'loss': '0.007011', 'grad_norm': '0.03802', 'learning_rate': '4.959e-06', 'epoch': '1.504'}
{'loss': '0.008544', 'grad_norm': '0.006028', 'learning_rate': '4.86e-06', 'epoch': '1.514'}
{'loss': '0.0143', 'grad_norm': '0.06452', 'learning_rate': '4.76e-06', 'epoch': '1.524'}
{'loss': '0.01205', 'grad_norm': '0.1202', 'learning_rate': '4.66e-06', 'epoch': '1.534'}
{'loss': '0.006617', 'grad_norm': '0.01885', 'learning_rate': '4.561e-06', 'epoch': '1.544'}
{'loss': '0.02259', 'grad_norm': '0.01469', 'learning_rate': '4.461e-06', 'epoch': '1.554'}
{'loss': '0.01047', 'grad_norm': '0.01054', 'learning_rate': '4.361e-06', 'epoch': '1.564'}
{'loss': '0.01826', 'grad_norm': '0.01023', 'learning_rate': '4.262e-06', 'epoch': '1.574'}
{'loss': '0.009407', 'grad_norm': '0.0164', 'learning_rate': '4.162e-06', 'epoch': '1.584'}
{'loss': '0.01373', 'grad_norm': '0.02442', 'learning_rate': '4.063e-06', 'epoch': '1.594'}
{'loss': '0.01224', 'grad_norm': '0.01856', 'learning_rate': '3.963e-06', 'epoch': '1.604'}
{'loss': '0.01208', 'grad_norm': '0.01136', 'learning_rate': '3.863e-06', 'epoch': '1.614'}
{'loss': '0.0169', 'grad_norm': '0.1101', 'learning_rate': '3.764e-06', 'epoch': '1.624'}
{'loss': '0.02056', 'grad_norm': '0.04484', 'learning_rate': '3.664e-06', 'epoch': '1.634'}
{'loss': '0.007819', 'grad_norm': '0.02534', 'learning_rate': '3.564e-06', 'epoch': '1.644'}
{'loss': '0.01167', 'grad_norm': '3.399', 'learning_rate': '3.465e-06', 'epoch': '1.654'}
{'loss': '0.01413', 'grad_norm': '0.1544', 'learning_rate': '3.365e-06', 'epoch': '1.664'}
{'loss': '0.007144', 'grad_norm': '0.2033', 'learning_rate': '3.266e-06', 'epoch': '1.674'}
{'loss': '0.006709', 'grad_norm': '0.1618', 'learning_rate': '3.166e-06', 'epoch': '1.684'}
{'loss': '0.007587', 'grad_norm': '0.002631', 'learning_rate': '3.066e-06', 'epoch': '1.694'}
{'loss': '0.01651', 'grad_norm': '1.547', 'learning_rate': '2.967e-06', 'epoch': '1.704'}
{'loss': '0.02462', 'grad_norm': '0.06281', 'learning_rate': '2.867e-06', 'epoch': '1.713'}
{'loss': '0.009624', 'grad_norm': '0.007121', 'learning_rate': '2.767e-06', 'epoch': '1.723'}
{'loss': '0.0161', 'grad_norm': '4.503', 'learning_rate': '2.668e-06', 'epoch': '1.733'}
{'loss': '0.007847', 'grad_norm': '0.008297', 'learning_rate': '2.568e-06', 'epoch': '1.743'}
{'loss': '0.01693', 'grad_norm': '0.006421', 'learning_rate': '2.469e-06', 'epoch': '1.753'}
{'loss': '0.01191', 'grad_norm': '0.774', 'learning_rate': '2.369e-06', 'epoch': '1.763'}
{'loss': '0.01523', 'grad_norm': '2.878', 'learning_rate': '2.269e-06', 'epoch': '1.773'}
{'loss': '0.01232', 'grad_norm': '0.01699', 'learning_rate': '2.17e-06', 'epoch': '1.783'}
{'loss': '0.01046', 'grad_norm': '0.02932', 'learning_rate': '2.07e-06', 'epoch': '1.793'}
{'loss': '0.01317', 'grad_norm': '0.536', 'learning_rate': '1.971e-06', 'epoch': '1.803'}
{'loss': '0.01224', 'grad_norm': '2.514', 'learning_rate': '1.871e-06', 'epoch': '1.813'}
{'loss': '0.003591', 'grad_norm': '0.02392', 'learning_rate': '1.771e-06', 'epoch': '1.823'}
{'loss': '0.006596', 'grad_norm': '0.007433', 'learning_rate': '1.672e-06', 'epoch': '1.833'}
{'loss': '0.01341', 'grad_norm': '0.007185', 'learning_rate': '1.572e-06', 'epoch': '1.843'}
{'loss': '0.01342', 'grad_norm': '0.02453', 'learning_rate': '1.472e-06', 'epoch': '1.853'}
{'loss': '0.02368', 'grad_norm': '0.1513', 'learning_rate': '1.373e-06', 'epoch': '1.863'}
{'loss': '0.02074', 'grad_norm': '1.205', 'learning_rate': '1.273e-06', 'epoch': '1.873'}
{'loss': '0.01098', 'grad_norm': '0.01075', 'learning_rate': '1.174e-06', 'epoch': '1.883'}
{'loss': '0.01037', 'grad_norm': '0.001725', 'learning_rate': '1.074e-06', 'epoch': '1.893'}
{'loss': '0.02243', 'grad_norm': '0.06343', 'learning_rate': '9.743e-07', 'epoch': '1.903'}
{'loss': '0.008378', 'grad_norm': '0.02426', 'learning_rate': '8.747e-07', 'epoch': '1.913'}
{'loss': '0.008939', 'grad_norm': '0.01419', 'learning_rate': '7.751e-07', 'epoch': '1.923'}
{'loss': '0.01461', 'grad_norm': '0.1251', 'learning_rate': '6.754e-07', 'epoch': '1.933'}
{'loss': '0.0159', 'grad_norm': '0.003057', 'learning_rate': '5.758e-07', 'epoch': '1.943'}
{'loss': '0.009176', 'grad_norm': '0.02625', 'learning_rate': '4.762e-07', 'epoch': '1.953'}
{'loss': '0.01141', 'grad_norm': '0.006493', 'learning_rate': '3.766e-07', 'epoch': '1.963'}
{'loss': '0.01597', 'grad_norm': '0.2368', 'learning_rate': '2.769e-07', 'epoch': '1.973'}
{'loss': '0.01321', 'grad_norm': '0.02194', 'learning_rate': '1.773e-07', 'epoch': '1.982'}
{'loss': '0.0108', 'grad_norm': '0.4484', 'learning_rate': '7.77e-08', 'epoch': '1.992'}
{'train_runtime': '493.7', 'train_samples_per_second': '325.3', 'train_steps_per_second': '20.33', 'train_loss': '0.01787', 'epoch': '2'}
Model saved to /mmfs1/home/sv96/combinatorial-opt-agent/data/models/retrieval_finetuned/final
Done. Model saved to data/models/retrieval_finetuned/final
