query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_37,orig,lsa,nlp4lp_test_37,nlp4lp_test_37,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_38,orig,lsa,nlp4lp_test_38,nlp4lp_test_38,1,9,9,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0
nlp4lp_test_39,orig,lsa,nlp4lp_test_39,nlp4lp_test_39,1,6,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_40,orig,lsa,nlp4lp_test_40,nlp4lp_test_40,1,8,8,1.0,1.0,0.375,0.375,1.0
nlp4lp_test_41,orig,lsa,nlp4lp_test_41,nlp4lp_test_41,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_42,orig,lsa,nlp4lp_test_42,nlp4lp_test_42,1,8,8,1.0,1.0,0.375,0.375,1.0
nlp4lp_test_43,orig,lsa,nlp4lp_test_43,nlp4lp_test_43,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_44,orig,lsa,nlp4lp_test_44,nlp4lp_test_44,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_45,orig,lsa,nlp4lp_test_45,nlp4lp_test_45,1,9,9,1.0,0.8888888888888888,0.1111111111111111,0.1111111111111111,1.0
nlp4lp_test_46,orig,lsa,nlp4lp_test_46,nlp4lp_test_46,1,6,6,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_47,orig,lsa,nlp4lp_test_47,nlp4lp_test_47,1,5,4,0.8,0.75,0.25,0.25,1.0
nlp4lp_test_48,orig,lsa,nlp4lp_test_48,nlp4lp_test_48,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_49,orig,lsa,nlp4lp_test_49,nlp4lp_test_49,1,6,6,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_50,orig,lsa,nlp4lp_test_50,nlp4lp_test_50,1,8,8,1.0,1.0,0.125,0.25,1.0
nlp4lp_test_51,orig,lsa,nlp4lp_test_51,nlp4lp_test_51,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_52,orig,lsa,nlp4lp_test_52,nlp4lp_test_52,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_53,orig,lsa,nlp4lp_test_53,nlp4lp_test_53,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_54,orig,lsa,nlp4lp_test_54,nlp4lp_test_54,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_55,orig,lsa,nlp4lp_test_55,nlp4lp_test_55,1,9,9,1.0,0.8888888888888888,0.1111111111111111,0.3333333333333333,1.0
nlp4lp_test_56,orig,lsa,nlp4lp_test_56,nlp4lp_test_56,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_57,orig,lsa,nlp4lp_test_57,nlp4lp_test_57,1,5,5,1.0,0.8,0.0,0.0,1.0
nlp4lp_test_58,orig,lsa,nlp4lp_test_58,nlp4lp_test_58,1,8,7,0.875,1.0,0.2857142857142857,0.42857142857142855,1.0
nlp4lp_test_59,orig,lsa,nlp4lp_test_59,nlp4lp_test_59,1,6,6,1.0,1.0,0.0,0.16666666666666666,1.0
nlp4lp_test_60,orig,lsa,nlp4lp_test_60,nlp4lp_test_60,1,8,8,1.0,1.0,0.125,0.25,1.0
nlp4lp_test_61,orig,lsa,nlp4lp_test_61,nlp4lp_test_61,1,6,6,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_62,orig,lsa,nlp4lp_test_62,nlp4lp_test_62,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_63,orig,lsa,nlp4lp_test_63,nlp4lp_test_63,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_64,orig,lsa,nlp4lp_test_64,nlp4lp_test_64,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_65,orig,lsa,nlp4lp_test_65,nlp4lp_test_65,1,9,9,1.0,0.8888888888888888,0.1111111111111111,0.1111111111111111,1.0
nlp4lp_test_66,orig,lsa,nlp4lp_test_66,nlp4lp_test_66,1,6,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_67,orig,lsa,nlp4lp_test_67,nlp4lp_test_67,1,5,4,0.8,0.5,0.25,0.25,1.0
nlp4lp_test_68,orig,lsa,nlp4lp_test_68,nlp4lp_test_68,1,7,7,1.0,1.0,0.14285714285714285,0.42857142857142855,1.0
nlp4lp_test_69,orig,lsa,nlp4lp_test_69,nlp4lp_test_69,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_70,orig,lsa,nlp4lp_test_70,nlp4lp_test_70,1,8,8,1.0,0.75,0.125,0.125,1.0
nlp4lp_test_71,orig,lsa,nlp4lp_test_71,nlp4lp_test_71,1,6,6,1.0,1.0,0.5,0.5,1.0
nlp4lp_test_72,orig,lsa,nlp4lp_test_72,nlp4lp_test_72,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_73,orig,lsa,nlp4lp_test_73,nlp4lp_test_73,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_74,orig,lsa,nlp4lp_test_74,nlp4lp_test_74,1,9,9,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0
nlp4lp_test_75,orig,lsa,nlp4lp_test_75,nlp4lp_test_75,1,9,9,1.0,0.8888888888888888,0.3333333333333333,0.4444444444444444,1.0
nlp4lp_test_76,orig,lsa,nlp4lp_test_76,nlp4lp_test_76,1,6,6,1.0,0.3333333333333333,0.0,0.0,1.0
nlp4lp_test_77,orig,lsa,nlp4lp_test_77,nlp4lp_test_77,1,5,5,1.0,0.8,0.0,0.0,1.0
nlp4lp_test_78,orig,lsa,nlp4lp_test_78,nlp4lp_test_78,1,7,7,1.0,1.0,0.14285714285714285,0.2857142857142857,1.0
nlp4lp_test_79,orig,lsa,nlp4lp_test_79,nlp4lp_test_79,1,6,6,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_80,orig,lsa,nlp4lp_test_80,nlp4lp_test_80,1,8,8,1.0,1.0,0.125,0.125,1.0
nlp4lp_test_81,orig,lsa,nlp4lp_test_81,nlp4lp_test_81,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_82,orig,lsa,nlp4lp_test_82,nlp4lp_test_82,1,6,6,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_83,orig,lsa,nlp4lp_test_83,nlp4lp_test_83,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_84,orig,lsa,nlp4lp_test_84,nlp4lp_test_84,1,4,4,1.0,1.0,0.0,0.5,1.0
nlp4lp_test_85,orig,lsa,nlp4lp_test_85,nlp4lp_test_85,1,9,9,1.0,0.8888888888888888,0.0,0.1111111111111111,1.0
nlp4lp_test_86,orig,lsa,nlp4lp_test_66,nlp4lp_test_86,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_87,orig,lsa,nlp4lp_test_87,nlp4lp_test_87,1,5,5,1.0,0.8,0.0,0.0,1.0
nlp4lp_test_88,orig,lsa,nlp4lp_test_88,nlp4lp_test_88,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_89,orig,lsa,nlp4lp_test_89,nlp4lp_test_89,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_90,orig,lsa,nlp4lp_test_120,nlp4lp_test_90,0,1,1,1.0,1.0,,,0.1111111111111111
nlp4lp_test_91,orig,lsa,nlp4lp_test_91,nlp4lp_test_91,1,4,4,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_92,orig,lsa,nlp4lp_test_92,nlp4lp_test_92,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_93,orig,lsa,nlp4lp_test_93,nlp4lp_test_93,1,7,7,1.0,0.8571428571428571,0.14285714285714285,0.2857142857142857,1.0
nlp4lp_test_94,orig,lsa,nlp4lp_test_94,nlp4lp_test_94,1,5,4,0.8,0.75,0.0,0.0,1.0
nlp4lp_test_95,orig,lsa,nlp4lp_test_95,nlp4lp_test_95,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_96,orig,lsa,nlp4lp_test_7,nlp4lp_test_96,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_97,orig,lsa,nlp4lp_test_97,nlp4lp_test_97,1,9,9,1.0,0.6666666666666666,0.1111111111111111,0.3333333333333333,1.0
nlp4lp_test_98,orig,lsa,nlp4lp_test_98,nlp4lp_test_98,1,5,4,0.8,0.75,0.5,0.5,1.0
nlp4lp_test_99,orig,lsa,nlp4lp_test_99,nlp4lp_test_99,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_100,orig,lsa,nlp4lp_test_27,nlp4lp_test_100,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_101,orig,lsa,nlp4lp_test_101,nlp4lp_test_101,1,4,4,1.0,0.75,0.25,0.75,1.0
nlp4lp_test_102,orig,lsa,nlp4lp_test_102,nlp4lp_test_102,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855
nlp4lp_test_103,orig,lsa,nlp4lp_test_103,nlp4lp_test_103,1,7,7,1.0,0.8571428571428571,0.42857142857142855,0.5714285714285714,1.0
nlp4lp_test_104,orig,lsa,nlp4lp_test_104,nlp4lp_test_104,1,5,5,1.0,0.8,0.2,0.2,1.0
nlp4lp_test_105,orig,lsa,nlp4lp_test_105,nlp4lp_test_105,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_106,orig,lsa,nlp4lp_test_7,nlp4lp_test_106,0,1,1,1.0,1.0,,,0.1111111111111111
nlp4lp_test_107,orig,lsa,nlp4lp_test_107,nlp4lp_test_107,1,10,9,0.9,1.0,0.1111111111111111,0.2222222222222222,1.0
nlp4lp_test_108,orig,lsa,nlp4lp_test_108,nlp4lp_test_108,1,5,5,1.0,0.8,0.4,0.4,1.0
nlp4lp_test_109,orig,lsa,nlp4lp_test_109,nlp4lp_test_109,1,8,8,1.0,0.25,0.5,0.625,1.0
nlp4lp_test_110,orig,lsa,nlp4lp_test_231,nlp4lp_test_110,0,2,2,1.0,1.0,,,0.2222222222222222
nlp4lp_test_111,orig,lsa,nlp4lp_test_111,nlp4lp_test_111,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_112,orig,lsa,nlp4lp_test_112,nlp4lp_test_112,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_113,orig,lsa,nlp4lp_test_113,nlp4lp_test_113,1,7,7,1.0,0.8571428571428571,0.0,0.0,1.0
nlp4lp_test_114,orig,lsa,nlp4lp_test_114,nlp4lp_test_114,1,5,5,1.0,0.8,0.4,0.4,1.0
nlp4lp_test_115,orig,lsa,nlp4lp_test_115,nlp4lp_test_115,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_116,orig,lsa,nlp4lp_test_116,nlp4lp_test_116,1,4,4,1.0,0.75,0.5,0.5,1.0
nlp4lp_test_117,orig,lsa,nlp4lp_test_275,nlp4lp_test_117,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_118,orig,lsa,nlp4lp_test_118,nlp4lp_test_118,1,5,5,1.0,0.6,0.0,0.0,1.0
nlp4lp_test_119,orig,lsa,nlp4lp_test_119,nlp4lp_test_119,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_120,orig,lsa,nlp4lp_test_120,nlp4lp_test_120,1,9,9,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0
nlp4lp_test_121,orig,lsa,nlp4lp_test_121,nlp4lp_test_121,1,4,4,1.0,1.0,0.25,0.5,1.0
nlp4lp_test_122,orig,lsa,nlp4lp_test_122,nlp4lp_test_122,1,7,7,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0
nlp4lp_test_123,orig,lsa,nlp4lp_test_123,nlp4lp_test_123,1,7,7,1.0,0.8571428571428571,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_124,orig,lsa,nlp4lp_test_270,nlp4lp_test_124,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_125,orig,lsa,nlp4lp_test_125,nlp4lp_test_125,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_126,orig,lsa,nlp4lp_test_126,nlp4lp_test_126,1,9,9,1.0,0.8888888888888888,0.3333333333333333,0.4444444444444444,1.0
nlp4lp_test_127,orig,lsa,nlp4lp_test_127,nlp4lp_test_127,1,9,9,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_128,orig,lsa,nlp4lp_test_128,nlp4lp_test_128,1,5,4,0.8,0.75,0.0,0.0,1.0
nlp4lp_test_129,orig,lsa,nlp4lp_test_129,nlp4lp_test_129,1,8,8,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_130,orig,lsa,nlp4lp_test_15,nlp4lp_test_130,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_131,orig,lsa,nlp4lp_test_131,nlp4lp_test_131,1,4,4,1.0,1.0,0.5,0.5,1.0
nlp4lp_test_132,orig,lsa,nlp4lp_test_132,nlp4lp_test_132,1,2,2,1.0,1.0,0.5,0.5,1.0
nlp4lp_test_133,orig,lsa,nlp4lp_test_133,nlp4lp_test_133,1,5,5,1.0,1.0,0.2,0.2,1.0
nlp4lp_test_134,orig,lsa,nlp4lp_test_134,nlp4lp_test_134,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_135,orig,lsa,nlp4lp_test_35,nlp4lp_test_135,0,1,1,1.0,1.0,,,0.1111111111111111
nlp4lp_test_136,orig,lsa,nlp4lp_test_136,nlp4lp_test_136,1,9,9,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_137,orig,lsa,nlp4lp_test_137,nlp4lp_test_137,1,5,5,1.0,0.8,0.2,0.2,1.0
nlp4lp_test_138,orig,lsa,nlp4lp_test_138,nlp4lp_test_138,1,6,6,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_139,orig,lsa,nlp4lp_test_139,nlp4lp_test_139,1,7,6,0.8571428571428571,0.8333333333333334,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_140,orig,lsa,nlp4lp_test_140,nlp4lp_test_140,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_141,orig,lsa,nlp4lp_test_251,nlp4lp_test_141,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_142,orig,lsa,nlp4lp_test_142,nlp4lp_test_142,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_143,orig,lsa,nlp4lp_test_143,nlp4lp_test_143,1,8,8,1.0,0.875,0.25,0.25,1.0
nlp4lp_test_144,orig,lsa,nlp4lp_test_144,nlp4lp_test_144,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_145,orig,lsa,nlp4lp_test_145,nlp4lp_test_145,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_146,orig,lsa,nlp4lp_test_146,nlp4lp_test_146,1,5,5,1.0,1.0,0.6,0.6,1.0
nlp4lp_test_147,orig,lsa,nlp4lp_test_147,nlp4lp_test_147,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_148,orig,lsa,nlp4lp_test_145,nlp4lp_test_148,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_149,orig,lsa,nlp4lp_test_149,nlp4lp_test_149,1,7,6,0.8571428571428571,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_150,orig,lsa,nlp4lp_test_150,nlp4lp_test_150,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_151,orig,lsa,nlp4lp_test_151,nlp4lp_test_151,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_152,orig,lsa,nlp4lp_test_152,nlp4lp_test_152,1,6,6,1.0,1.0,0.0,0.16666666666666666,1.0
nlp4lp_test_153,orig,lsa,nlp4lp_test_153,nlp4lp_test_153,1,8,7,0.875,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_154,orig,lsa,nlp4lp_test_154,nlp4lp_test_154,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_155,orig,lsa,nlp4lp_test_155,nlp4lp_test_155,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_156,orig,lsa,nlp4lp_test_156,nlp4lp_test_156,1,5,4,0.8,0.75,0.0,0.0,1.0
nlp4lp_test_157,orig,lsa,nlp4lp_test_157,nlp4lp_test_157,1,4,4,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_158,orig,lsa,nlp4lp_test_158,nlp4lp_test_158,1,6,6,1.0,1.0,0.0,0.16666666666666666,1.0
nlp4lp_test_159,orig,lsa,nlp4lp_test_159,nlp4lp_test_159,1,7,6,0.8571428571428571,0.8333333333333334,0.0,0.16666666666666666,1.0
nlp4lp_test_160,orig,lsa,nlp4lp_test_160,nlp4lp_test_160,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_161,orig,lsa,nlp4lp_test_151,nlp4lp_test_161,0,5,5,1.0,1.0,,,0.7142857142857143
nlp4lp_test_162,orig,lsa,nlp4lp_test_162,nlp4lp_test_162,1,6,6,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_163,orig,lsa,nlp4lp_test_163,nlp4lp_test_163,1,8,8,1.0,0.875,0.125,0.125,1.0
nlp4lp_test_164,orig,lsa,nlp4lp_test_164,nlp4lp_test_164,1,7,7,1.0,1.0,0.2857142857142857,0.42857142857142855,1.0
nlp4lp_test_165,orig,lsa,nlp4lp_test_165,nlp4lp_test_165,1,4,3,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_166,orig,lsa,nlp4lp_test_166,nlp4lp_test_166,1,4,3,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_167,orig,lsa,nlp4lp_test_167,nlp4lp_test_167,1,4,4,1.0,1.0,0.5,0.5,1.0
nlp4lp_test_168,orig,lsa,nlp4lp_test_168,nlp4lp_test_168,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_169,orig,lsa,nlp4lp_test_169,nlp4lp_test_169,1,7,6,0.8571428571428571,1.0,0.0,0.16666666666666666,1.0
nlp4lp_test_170,orig,lsa,nlp4lp_test_170,nlp4lp_test_170,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_171,orig,lsa,nlp4lp_test_181,nlp4lp_test_171,0,1,1,1.0,1.0,,,0.14285714285714285
nlp4lp_test_172,orig,lsa,nlp4lp_test_172,nlp4lp_test_172,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_173,orig,lsa,nlp4lp_test_173,nlp4lp_test_173,1,8,8,1.0,0.875,0.25,0.25,1.0
nlp4lp_test_174,orig,lsa,nlp4lp_test_174,nlp4lp_test_174,1,4,4,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_175,orig,lsa,nlp4lp_test_175,nlp4lp_test_175,1,5,3,0.6,1.0,1.0,1.0,1.0
nlp4lp_test_176,orig,lsa,nlp4lp_test_176,nlp4lp_test_176,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_177,orig,lsa,nlp4lp_test_177,nlp4lp_test_177,1,5,5,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_178,orig,lsa,nlp4lp_test_178,nlp4lp_test_178,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_179,orig,lsa,nlp4lp_test_179,nlp4lp_test_179,1,7,7,1.0,0.8571428571428571,1.0,1.0,1.0
nlp4lp_test_180,orig,lsa,nlp4lp_test_180,nlp4lp_test_180,1,7,7,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0
nlp4lp_test_181,orig,lsa,nlp4lp_test_181,nlp4lp_test_181,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_182,orig,lsa,nlp4lp_test_182,nlp4lp_test_182,1,6,6,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_183,orig,lsa,nlp4lp_test_183,nlp4lp_test_183,1,8,7,0.875,1.0,0.14285714285714285,0.14285714285714285,1.0
nlp4lp_test_184,orig,lsa,nlp4lp_test_184,nlp4lp_test_184,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_185,orig,lsa,nlp4lp_test_185,nlp4lp_test_185,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_186,orig,lsa,nlp4lp_test_186,nlp4lp_test_186,1,4,4,1.0,0.75,0.25,0.25,1.0
nlp4lp_test_187,orig,lsa,nlp4lp_test_187,nlp4lp_test_187,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_188,orig,lsa,nlp4lp_test_15,nlp4lp_test_188,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_189,orig,lsa,nlp4lp_test_189,nlp4lp_test_189,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_190,orig,lsa,nlp4lp_test_190,nlp4lp_test_190,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_191,orig,lsa,nlp4lp_test_191,nlp4lp_test_191,1,8,8,1.0,1.0,0.375,0.375,1.0
nlp4lp_test_192,orig,lsa,nlp4lp_test_192,nlp4lp_test_192,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_193,orig,lsa,nlp4lp_test_193,nlp4lp_test_193,1,8,8,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_194,orig,lsa,nlp4lp_test_32,nlp4lp_test_194,0,2,2,1.0,1.0,,,0.25
nlp4lp_test_195,orig,lsa,nlp4lp_test_195,nlp4lp_test_195,1,8,7,0.875,0.7142857142857143,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_196,orig,lsa,nlp4lp_test_11,nlp4lp_test_196,0,0,0,0.0,0.0,,,0.0
