method,query_id,predicted_doc_id,gold_doc_id,schema_correct,ordinary_ready,strict_ready,false_ready,param_coverage,type_match,n_expected_scalar,n_filled,exact5,exact20,key_overlap,gold_scalar_count,taxonomy
lsa_typed_greedy,nlp4lp_test_110,nlp4lp_test_231,nlp4lp_test_110,0,1,0,1,1.0,1.0,2,2,,,0.2222222222222222,9,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_135,nlp4lp_test_35,nlp4lp_test_135,0,1,0,1,1.0,1.0,1,1,,,0.1111111111111111,9,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_171,nlp4lp_test_181,nlp4lp_test_171,0,1,0,1,1.0,1.0,1,1,,,0.14285714285714285,7,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_194,nlp4lp_test_32,nlp4lp_test_194,0,1,0,1,1.0,1.0,2,2,,,0.25,8,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
lsa_typed_greedy,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_194,nlp4lp_test_32,nlp4lp_test_194,0,1,0,1,1.0,1.0,2,2,,,0.25,8,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_acceptance_rerank,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_constrained,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_constrained,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_145,nlp4lp_test_162,nlp4lp_test_145,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_171,nlp4lp_test_151,nlp4lp_test_171,0,1,0,1,1.0,1.0,1,1,,,0.14285714285714285,7,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_194,nlp4lp_test_32,nlp4lp_test_194,0,1,0,1,1.0,1.0,2,2,,,0.25,8,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_199,nlp4lp_test_25,nlp4lp_test_199,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_hierarchical_acceptance_rerank,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_hierarchical_structured_grounding,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_hierarchical_structured_grounding,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_max_weight_matching,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_max_weight_matching,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_optimization_role_repair,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_optimization_role_repair,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_287,nlp4lp_test_293,nlp4lp_test_287,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_288,nlp4lp_test_293,nlp4lp_test_288,0,1,0,1,1.0,1.0,1,1,,,0.25,4,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_search_structured_grounding,nlp4lp_test_318,nlp4lp_test_312,nlp4lp_test_318,0,1,0,1,1.0,1.0,4,4,,,0.6666666666666666,6,fewer_or_easier_scalar_slots
tfidf_search_structured_grounding,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_161,nlp4lp_test_151,nlp4lp_test_161,0,1,0,1,1.0,1.0,5,5,,,0.7142857142857143,7,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_286,nlp4lp_test_285,nlp4lp_test_286,0,1,0,1,1.0,1.0,2,2,,,0.3333333333333333,6,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_291,nlp4lp_test_293,nlp4lp_test_291,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_292,nlp4lp_test_293,nlp4lp_test_292,0,1,0,1,1.0,1.0,1,1,,,0.3333333333333333,3,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_299,nlp4lp_test_321,nlp4lp_test_299,0,1,0,1,1.0,1.0,1,1,,,0.5,2,fewer_or_easier_scalar_slots
tfidf_semantic_ir_repair,nlp4lp_test_316,nlp4lp_test_325,nlp4lp_test_316,0,1,0,1,1.0,1.0,2,2,,,1.0,2,structurally_similar_schema
tfidf_semantic_ir_repair,nlp4lp_test_322,nlp4lp_test_321,nlp4lp_test_322,0,1,0,1,1.0,1.0,3,3,,,0.5,6,fewer_or_easier_scalar_slots
