problem_id,triggered,margin,gold_schema,schema_id,rank,retrieval_score,normalized_tfidf,coverage,type_match,ready,schema_hit,score_frozen,score_retrieval_only,score_no_coverage,score_no_typematch,n_expected_scalar,n_filled,key_overlap
nlp4lp_test_4,0,0.06778168423549452,nlp4lp_test_4,nlp4lp_test_238,5,0.14777706021767742,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_5,1,0.02982116339986779,nlp4lp_test_5,nlp4lp_test_5,1,0.3309962583327785,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,10,10,1.0
nlp4lp_test_5,1,0.02982116339986779,nlp4lp_test_5,nlp4lp_test_2,2,0.3011750949329107,0.8340689514827593,0.0,0.0,False,False,0.41703447574137964,0.8340689514827593,0.5560459676551728,0.5560459676551728,0,0,0.0
nlp4lp_test_5,1,0.02982116339986779,nlp4lp_test_5,nlp4lp_test_299,3,0.15566685428274477,0.02443135903765483,0.0,0.0,False,False,0.012215679518827415,0.02443135903765483,0.016287572691769885,0.016287572691769885,0,0,0.0
nlp4lp_test_5,1,0.02982116339986779,nlp4lp_test_5,nlp4lp_test_196,4,0.15419602060595117,0.016247339825784912,0.0,0.0,False,False,0.008123669912892456,0.016247339825784912,0.010831559883856607,0.010831559883856607,0,0,0.0
nlp4lp_test_5,1,0.02982116339986779,nlp4lp_test_5,nlp4lp_test_310,5,0.15127604523010962,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_6,0,0.6990089670174304,nlp4lp_test_6,nlp4lp_test_6,1,0.9084545024195423,1.0,1.0,0.875,True,True,0.96875,1.0,0.9583333333333333,1.0,8,8,1.0
nlp4lp_test_6,0,0.6990089670174304,nlp4lp_test_6,nlp4lp_test_28,2,0.20944553540211186,0.10828664073843408,0.0,0.0,False,False,0.05414332036921704,0.10828664073843408,0.07219109382562272,0.07219109382562272,0,0,0.0
nlp4lp_test_6,0,0.6990089670174304,nlp4lp_test_6,nlp4lp_test_16,3,0.1876766543980296,0.08051646478440884,0.0,0.0,False,False,0.04025823239220442,0.08051646478440884,0.05367764318960589,0.05367764318960589,0,0,0.0
nlp4lp_test_6,0,0.6990089670174304,nlp4lp_test_6,nlp4lp_test_63,4,0.1702693697907316,0.058310300106683324,0.0,0.0,False,False,0.029155150053341662,0.058310300106683324,0.03887353340445555,0.03887353340445555,0,0,0.0
nlp4lp_test_6,0,0.6990089670174304,nlp4lp_test_6,nlp4lp_test_43,5,0.12456026134157452,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_7,0,0.32930436898011295,nlp4lp_test_7,nlp4lp_test_7,1,0.639372095838493,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,8,8,1.0
nlp4lp_test_7,0,0.32930436898011295,nlp4lp_test_7,nlp4lp_test_23,2,0.31006772685838,0.14232992640139697,0.0,0.0,False,False,0.07116496320069848,0.14232992640139697,0.09488661760093131,0.09488661760093131,0,0,0.0
nlp4lp_test_7,0,0.32930436898011295,nlp4lp_test_7,nlp4lp_test_130,3,0.29289025718400613,0.09759137122982028,1.0,1.0,True,False,0.5487956856149101,0.09759137122982028,0.39839424748654684,0.39839424748654684,1,1,0.125
nlp4lp_test_7,0,0.32930436898011295,nlp4lp_test_7,nlp4lp_test_259,4,0.28671580995209583,0.08151008257815649,0.0,0.0,False,False,0.040755041289078246,0.08151008257815649,0.054340055052104326,0.054340055052104326,0,0,0.0
nlp4lp_test_7,0,0.32930436898011295,nlp4lp_test_7,nlp4lp_test_193,5,0.2554198289738918,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_8,0,0.4004165636136021,nlp4lp_test_8,nlp4lp_test_8,1,0.6745033257576508,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,3,3,1.0
nlp4lp_test_8,0,0.4004165636136021,nlp4lp_test_8,nlp4lp_test_191,2,0.2740867621440487,0.11139551558480854,0.0,0.0,False,False,0.05569775779240427,0.11139551558480854,0.07426367705653902,0.07426367705653902,0,0,0.0
nlp4lp_test_8,0,0.4004165636136021,nlp4lp_test_8,nlp4lp_test_204,3,0.25387446846082146,0.06654039109858848,0.0,0.0,False,False,0.03327019554929424,0.06654039109858848,0.04436026073239231,0.04436026073239231,0,0,0.0
nlp4lp_test_8,0,0.4004165636136021,nlp4lp_test_8,nlp4lp_test_165,4,0.23973066960839418,0.03515247104475787,0.0,0.0,False,False,0.017576235522378934,0.03515247104475787,0.023434980696505243,0.023434980696505243,0,0,0.0
nlp4lp_test_8,0,0.4004165636136021,nlp4lp_test_8,nlp4lp_test_47,5,0.22389051585592684,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_9,0,0.2848199725814704,nlp4lp_test_9,nlp4lp_test_9,1,0.4742829824637087,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,2,2,1.0
nlp4lp_test_9,0,0.2848199725814704,nlp4lp_test_9,nlp4lp_test_158,2,0.1894630098822383,0.10012877540229513,0.0,0.0,False,False,0.050064387701147565,0.10012877540229513,0.06675251693486342,0.06675251693486342,0,0,0.0
nlp4lp_test_9,0,0.2848199725814704,nlp4lp_test_9,nlp4lp_test_286,3,0.17285214483612493,0.04764776666124696,0.0,0.0,False,False,0.02382388333062348,0.04764776666124696,0.03176517777416464,0.03176517777416464,0,0,0.0
nlp4lp_test_9,0,0.2848199725814704,nlp4lp_test_9,nlp4lp_test_180,4,0.16807050260852927,0.03254046148199444,0.0,0.0,False,False,0.01627023074099722,0.03254046148199444,0.02169364098799629,0.02169364098799629,0,0,0.0
nlp4lp_test_9,0,0.2848199725814704,nlp4lp_test_9,nlp4lp_test_67,5,0.15777105853948098,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_10,0,0.4521835291827397,nlp4lp_test_10,nlp4lp_test_10,1,0.758618889948111,1.0,0.875,1.0,True,True,0.96875,1.0,1.0,0.9583333333333333,8,7,1.0
nlp4lp_test_10,0,0.4521835291827397,nlp4lp_test_10,nlp4lp_test_211,2,0.3064353607653713,0.23281823757451356,0.0,0.0,False,False,0.11640911878725678,0.23281823757451356,0.15521215838300903,0.15521215838300903,0,0,0.0
nlp4lp_test_10,0,0.4521835291827397,nlp4lp_test_10,nlp4lp_test_189,3,0.22611978371660016,0.09655355305170507,0.0,0.0,False,False,0.048276776525852536,0.09655355305170507,0.06436903536780338,0.06436903536780338,0,0,0.0
nlp4lp_test_10,0,0.4521835291827397,nlp4lp_test_10,nlp4lp_test_36,4,0.1769278611307243,0.01309375535686488,0.0,0.0,False,False,0.00654687767843244,0.01309375535686488,0.008729170237909919,0.008729170237909919,0,0,0.0
nlp4lp_test_10,0,0.4521835291827397,nlp4lp_test_10,nlp4lp_test_280,5,0.16921028910606656,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_11,0,0.4050747270305116,nlp4lp_test_11,nlp4lp_test_11,1,0.7187992270463591,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,8,8,1.0
nlp4lp_test_11,0,0.4050747270305116,nlp4lp_test_11,nlp4lp_test_239,2,0.3137245000158475,0.26645636934840256,0.0,0.0,False,False,0.13322818467420128,0.26645636934840256,0.1776375795656017,0.1776375795656017,0,0,0.0
nlp4lp_test_11,0,0.4050747270305116,nlp4lp_test_11,nlp4lp_test_77,3,0.2640600831658055,0.1765198361130667,0.0,0.0,False,False,0.08825991805653335,0.1765198361130667,0.11767989074204446,0.11767989074204446,0,0,0.0
nlp4lp_test_11,0,0.4050747270305116,nlp4lp_test_11,nlp4lp_test_47,4,0.25438721121925434,0.159003380177847,0.0,0.0,False,False,0.0795016900889235,0.159003380177847,0.10600225345189798,0.10600225345189798,0,0,0.0
nlp4lp_test_11,0,0.4050747270305116,nlp4lp_test_11,nlp4lp_test_191,5,0.1665829578236424,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_12,1,0.030956439528998625,nlp4lp_test_12,nlp4lp_test_260,1,0.3559295481820712,1.0,0.0,0.0,False,False,0.5,1.0,0.6666666666666666,0.6666666666666666,0,0,0.0
nlp4lp_test_12,1,0.030956439528998625,nlp4lp_test_12,nlp4lp_test_15,2,0.32497310865307255,0.7428293876572751,0.0,0.0,False,False,0.37141469382863757,0.7428293876572751,0.49521959177151675,0.49521959177151675,0,0,0.0
nlp4lp_test_12,1,0.030956439528998625,nlp4lp_test_12,nlp4lp_test_120,3,0.2818792993938276,0.38482757982666055,0.0,0.0,False,False,0.19241378991333027,0.38482757982666055,0.25655171988444037,0.25655171988444037,0,0,0.0
nlp4lp_test_12,1,0.030956439528998625,nlp4lp_test_12,nlp4lp_test_205,4,0.23637475989315715,0.006798631219737845,1.0,1.0,True,False,0.503399315609869,0.006798631219737845,0.3378657541464919,0.3378657541464919,1,1,0.5
nlp4lp_test_12,1,0.030956439528998625,nlp4lp_test_12,diet_lp,5,0.23555638716263186,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_13,0,0.6721662004157937,nlp4lp_test_13,nlp4lp_test_13,1,0.9023577093305638,1.0,0.9230769230769231,1.0,True,True,0.9807692307692308,1.0,1.0,0.9743589743589743,13,12,1.0
nlp4lp_test_13,0,0.6721662004157937,nlp4lp_test_13,nlp4lp_test_16,2,0.2301915089147701,0.06373835829020642,1.0,1.0,True,False,0.5318691791451032,0.06373835829020642,0.3758255721934709,0.3758255721934709,1,1,0.07692307692307693
nlp4lp_test_13,0,0.6721662004157937,nlp4lp_test_13,nlp4lp_test_92,3,0.21828005948333642,0.04714687661064762,0.0,0.0,False,False,0.02357343830532381,0.04714687661064762,0.03143125107376508,0.03143125107376508,0,0,0.0
nlp4lp_test_13,0,0.6721662004157937,nlp4lp_test_13,nlp4lp_test_121,4,0.1869556543594798,0.0035150502130947034,1.0,1.0,True,False,0.5017575251065474,0.0035150502130947034,0.33567670014206313,0.33567670014206313,1,1,0.07692307692307693
nlp4lp_test_13,0,0.6721662004157937,nlp4lp_test_13,nlp4lp_test_139,5,0.18443210982796204,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_14,0,0.26303368945301475,nlp4lp_test_14,nlp4lp_test_14,1,0.4592527982174396,1.0,1.0,0.4,False,True,0.85,1.0,0.7999999999999999,1.0,5,5,1.0
nlp4lp_test_14,0,0.26303368945301475,nlp4lp_test_14,investment_lp,2,0.19621910876442486,0.18535085611813226,0.0,0.0,False,False,0.09267542805906613,0.18535085611813226,0.12356723741208817,0.12356723741208817,0,0,0.0
nlp4lp_test_14,0,0.26303368945301475,nlp4lp_test_14,nlp4lp_test_50,3,0.18715045685832504,0.15726407557367067,0.0,0.0,False,False,0.07863203778683533,0.15726407557367067,0.10484271704911377,0.10484271704911377,0,0,0.0
nlp4lp_test_14,0,0.26303368945301475,nlp4lp_test_14,nlp4lp_test_321,4,0.1696657406031213,0.10311166202565837,0.0,0.0,False,False,0.051555831012829186,0.10311166202565837,0.06874110801710558,0.06874110801710558,0,0,0.0
nlp4lp_test_14,0,0.26303368945301475,nlp4lp_test_14,nlp4lp_test_284,5,0.13637307578915794,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_15,0,0.48439253844832414,nlp4lp_test_15,nlp4lp_test_15,1,0.7150385236481724,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,8,8,1.0
nlp4lp_test_15,0,0.48439253844832414,nlp4lp_test_15,nlp4lp_test_120,2,0.2306459851998483,0.06858354445703005,0.0,0.0,False,False,0.034291772228515024,0.06858354445703005,0.04572236297135336,0.04572236297135336,0,0,0.0
nlp4lp_test_15,0,0.48439253844832414,nlp4lp_test_15,nlp4lp_test_132,3,0.22960686797931415,0.06658547305497266,0.0,0.0,False,False,0.03329273652748633,0.06658547305497266,0.04439031536998177,0.04439031536998177,0,0,0.0
nlp4lp_test_15,0,0.48439253844832414,nlp4lp_test_15,nlp4lp_test_24,4,0.19655326711987572,0.003028202222415074,0.0,0.0,False,False,0.001514101111207537,0.003028202222415074,0.0020188014816100493,0.0020188014816100493,0,0,0.0
nlp4lp_test_15,0,0.48439253844832414,nlp4lp_test_15,diet_lp,5,0.194978419958092,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_16,0,0.5979675387461529,nlp4lp_test_16,nlp4lp_test_16,1,0.9128044045226855,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,8,8,1.0
nlp4lp_test_16,0,0.5979675387461529,nlp4lp_test_16,nlp4lp_test_50,2,0.31483686577653264,0.15080140595870084,0.0,0.0,False,False,0.07540070297935042,0.15080140595870084,0.1005342706391339,0.1005342706391339,0,0,0.0
nlp4lp_test_16,0,0.5979675387461529,nlp4lp_test_16,nlp4lp_test_63,3,0.2575185214949335,0.0694012391891593,0.0,0.0,False,False,0.03470061959457965,0.0694012391891593,0.04626749279277287,0.04626749279277287,0,0,0.0
nlp4lp_test_16,0,0.5979675387461529,nlp4lp_test_16,nlp4lp_test_66,4,0.23138746516504907,0.032291438308192,0.0,0.0,False,False,0.016145719154096,0.032291438308192,0.021527625538794663,0.021527625538794663,0,0,0.0
nlp4lp_test_16,0,0.5979675387461529,nlp4lp_test_16,nlp4lp_test_13,5,0.208649283515653,0.0,1.0,1.0,True,False,0.5,0.0,0.3333333333333333,0.3333333333333333,1,1,0.125
nlp4lp_test_17,0,0.1832297341250918,nlp4lp_test_17,nlp4lp_test_17,1,0.3747479533555321,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,9,9,1.0
nlp4lp_test_17,0,0.1832297341250918,nlp4lp_test_17,nlp4lp_test_9,2,0.19151821923044032,0.10195097934674796,0.0,0.0,False,False,0.05097548967337398,0.10195097934674796,0.06796731956449864,0.06796731956449864,0,0,0.0
nlp4lp_test_17,0,0.1832297341250918,nlp4lp_test_17,nlp4lp_test_41,3,0.1906715055053291,0.0978010501049652,0.0,0.0,False,False,0.0489005250524826,0.0978010501049652,0.0652007000699768,0.0652007000699768,0,0,0.0
nlp4lp_test_17,0,0.1832297341250918,nlp4lp_test_17,nlp4lp_test_286,4,0.17168737542709522,0.004755674548874142,0.0,0.0,False,False,0.002377837274437071,0.004755674548874142,0.003170449699249428,0.003170449699249428,0,0,0.0
nlp4lp_test_17,0,0.1832297341250918,nlp4lp_test_17,nlp4lp_test_238,5,0.17071707095246663,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_18,0,0.4507176155089855,nlp4lp_test_18,nlp4lp_test_18,1,0.7762960529295576,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,2,2,1.0
nlp4lp_test_18,0,0.4507176155089855,nlp4lp_test_18,nlp4lp_test_88,2,0.32557843742057213,0.19400720088403603,0.0,0.0,False,False,0.09700360044201801,0.19400720088403603,0.12933813392269067,0.12933813392269067,0,0,0.0
nlp4lp_test_18,0,0.4507176155089855,nlp4lp_test_18,nlp4lp_test_206,3,0.264499843698161,0.08478380906075487,0.0,0.0,False,False,0.04239190453037744,0.08478380906075487,0.05652253937383658,0.05652253937383658,0,0,0.0
nlp4lp_test_18,0,0.4507176155089855,nlp4lp_test_18,nlp4lp_test_198,4,0.23917341772475195,0.03949399508519205,0.0,0.0,False,False,0.019746997542596026,0.03949399508519205,0.0263293300567947,0.0263293300567947,0,0,0.0
nlp4lp_test_18,0,0.4507176155089855,nlp4lp_test_18,nlp4lp_test_23,5,0.217088060000408,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_19,0,0.23302974330238424,nlp4lp_test_19,nlp4lp_test_19,1,0.5172330085908523,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,4,4,1.0
nlp4lp_test_19,0,0.23302974330238424,nlp4lp_test_19,nlp4lp_test_51,2,0.28420326528846807,0.27606716297829753,0.0,0.0,False,False,0.13803358148914877,0.27606716297829753,0.184044775318865,0.184044775318865,0,0,0.0
nlp4lp_test_19,0,0.23302974330238424,nlp4lp_test_19,nlp4lp_test_280,3,0.21628744563437963,0.06507910924715178,0.0,0.0,False,False,0.03253955462357589,0.06507910924715178,0.043386072831434516,0.043386072831434516,0,0,0.0
nlp4lp_test_19,0,0.23302974330238424,nlp4lp_test_19,product_mix_lp,4,0.20008163216443325,0.014733945770233663,0.0,0.0,False,False,0.007366972885116832,0.014733945770233663,0.009822630513489108,0.009822630513489108,0,0,0.0
nlp4lp_test_19,0,0.23302974330238424,nlp4lp_test_19,nlp4lp_test_95,5,0.19533886125381372,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_20,0,0.3863028627688476,nlp4lp_test_20,nlp4lp_test_20,1,0.5916693143122831,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,6,6,1.0
nlp4lp_test_20,0,0.3863028627688476,nlp4lp_test_20,nlp4lp_test_17,2,0.2053664515434355,0.06110488385368426,0.0,0.0,False,False,0.03055244192684213,0.06110488385368426,0.0407365892357895,0.0407365892357895,0,0,0.0
nlp4lp_test_20,0,0.3863028627688476,nlp4lp_test_20,nlp4lp_test_97,3,0.2029612127205303,0.05525903801188816,0.0,0.0,False,False,0.02762951900594408,0.05525903801188816,0.03683935867459211,0.03683935867459211,0,0,0.0
nlp4lp_test_20,0,0.3863028627688476,nlp4lp_test_20,nlp4lp_test_202,4,0.20053948511325262,0.04937311677689522,0.0,0.0,False,False,0.02468655838844761,0.04937311677689522,0.032915411184596816,0.032915411184596816,0,0,0.0
nlp4lp_test_20,0,0.3863028627688476,nlp4lp_test_20,nlp4lp_test_198,5,0.18022520716384752,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_21,0,0.13985834584436146,nlp4lp_test_21,nlp4lp_test_21,1,0.43301319332198795,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,5,5,1.0
nlp4lp_test_21,0,0.13985834584436146,nlp4lp_test_21,nlp4lp_test_16,2,0.2931548474776265,0.2380670391312269,0.0,0.0,False,False,0.11903351956561345,0.2380670391312269,0.15871135942081793,0.15871135942081793,0,0,0.0
nlp4lp_test_21,0,0.13985834584436146,nlp4lp_test_21,nlp4lp_test_50,3,0.2781664620009808,0.15641195551132006,0.0,0.0,False,False,0.07820597775566003,0.15641195551132006,0.1042746370075467,0.1042746370075467,0,0,0.0
nlp4lp_test_21,0,0.13985834584436146,nlp4lp_test_21,nlp4lp_test_97,4,0.2720381909364555,0.12302580548208722,0.0,0.0,False,False,0.06151290274104361,0.12302580548208722,0.08201720365472481,0.08201720365472481,0,0,0.0
nlp4lp_test_21,0,0.13985834584436146,nlp4lp_test_21,nlp4lp_test_198,5,0.24945590806569476,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_22,0,0.24726202463435193,nlp4lp_test_22,nlp4lp_test_22,1,0.49924128142692903,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,3,3,1.0
nlp4lp_test_22,0,0.24726202463435193,nlp4lp_test_22,nlp4lp_test_19,2,0.2519792567925771,0.21308278813079454,0.0,0.0,False,False,0.10654139406539727,0.21308278813079454,0.14205519208719636,0.14205519208719636,0,0,0.0
nlp4lp_test_22,0,0.24726202463435193,nlp4lp_test_22,nlp4lp_test_17,3,0.2290957921732438,0.14025562349529308,1.0,1.0,True,False,0.5701278117476465,0.14025562349529308,0.42683708233019535,0.42683708233019535,1,1,0.3333333333333333
nlp4lp_test_22,0,0.24726202463435193,nlp4lp_test_22,nlp4lp_test_3,4,0.18549712392073775,0.0015018358353903372,0.0,0.0,False,False,0.0007509179176951686,0.0015018358353903372,0.0010012238902602248,0.0010012238902602248,0,0,0.0
nlp4lp_test_22,0,0.24726202463435193,nlp4lp_test_22,nlp4lp_test_191,5,0.18502522298411322,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_23,0,0.4206456033454726,nlp4lp_test_23,nlp4lp_test_23,1,0.8073456853563814,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,3,3,1.0
nlp4lp_test_23,0,0.4206456033454726,nlp4lp_test_23,nlp4lp_test_27,2,0.38670008201090883,0.23075404271076277,0.0,0.0,False,False,0.11537702135538139,0.23075404271076277,0.15383602847384184,0.15383602847384184,0,0,0.0
nlp4lp_test_23,0,0.4206456033454726,nlp4lp_test_23,nlp4lp_test_104,3,0.38084412328085604,0.22004509307877038,0.0,0.0,False,False,0.11002254653938519,0.22004509307877038,0.14669672871918024,0.14669672871918024,0,0,0.0
nlp4lp_test_23,0,0.4206456033454726,nlp4lp_test_23,nlp4lp_test_107,4,0.2787590975361594,0.033359453839173187,0.0,0.0,False,False,0.016679726919586593,0.033359453839173187,0.022239635892782123,0.022239635892782123,0,0,0.0
nlp4lp_test_23,0,0.4206456033454726,nlp4lp_test_23,nlp4lp_test_126,5,0.26051719784921934,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_24,0,0.14453585365197108,nlp4lp_test_24,nlp4lp_test_122,1,0.5737218921599102,1.0,0.0,0.0,False,False,0.5,1.0,0.6666666666666666,0.6666666666666666,0,0,0.0
nlp4lp_test_24,0,0.14453585365197108,nlp4lp_test_24,nlp4lp_test_127,2,0.4291860385079391,0.2858928668037274,0.0,0.0,False,False,0.1429464334018637,0.2858928668037274,0.19059524453581825,0.19059524453581825,0,0,0.0
nlp4lp_test_24,0,0.14453585365197108,nlp4lp_test_24,nlp4lp_test_24,3,0.42000128585519875,0.24051383301908244,1.0,1.0,True,True,0.6202569165095413,0.24051383301908244,0.4936758886793883,0.4936758886793883,2,2,1.0
nlp4lp_test_24,0,0.14453585365197108,nlp4lp_test_24,nlp4lp_test_99,4,0.385142922095649,0.06828939469954957,0.0,0.0,False,False,0.03414469734977479,0.06828939469954957,0.04552626313303305,0.04552626313303305,0,0,0.0
